courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-SPREAD-542,2025-01-15 17:17:00,Roving/CityCenter,25.212341,51.507749,motorbike,4
CR-SPREAD-543,2025-01-15 17:55:00,Roving/CityCenter,25.250754,51.504166,car,2
CR-SPREAD-544,2025-01-15 17:45:00,Roving/CityCenter,25.212543,51.504094,car,4
CR-SPREAD-545,2025-01-15 17:25:00,Roving/CityCenter,25.254854,51.478873,bike,2
CR-SPREAD-546,2025-01-15 17:35:00,Roving/CityCenter,25.320501,51.499105,car,4
CR-SPREAD-547,2025-01-15 17:18:00,Roving/CityCenter,25.27272,51.483841,bike,2
CR-SPREAD-548,2025-01-15 17:51:00,Roving/CityCenter,25.286106,51.515429,motorbike,4
CR-SPREAD-549,2025-01-15 18:00:00,Roving/CityCenter,25.258852,51.477312,motorbike,3
CR-SPREAD-550,2025-01-15 17:34:00,Roving/CityCenter,25.216966,51.472967,motorbike,2
CR-SPREAD-551,2025-01-15 18:00:00,Roving/CityCenter,25.18835,51.478713,motorbike,3
CR-SPREAD-552,2025-01-15 17:40:00,Roving/CityCenter,25.305656,51.512085,bike,2
CR-SPREAD-553,2025-01-15 17:45:00,Roving/CityCenter,25.250801,51.481194,bike,2
CR-SPREAD-554,2025-01-15 17:58:00,Roving/CityCenter,25.31108,51.470614,car,4
CR-SPREAD-555,2025-01-15 17:49:00,Roving/CityCenter,25.223816,51.553247,motorbike,3
CR-SPREAD-556,2025-01-15 17:37:00,Roving/CityCenter,25.264618,51.4668,motorbike,3
CR-SPREAD-557,2025-01-15 17:31:00,Roving/CityCenter,25.300421,51.47931,bike,2
CR-SPREAD-558,2025-01-15 17:15:00,Roving/CityCenter,25.284159,51.470777,motorbike,3
CR-SPREAD-559,2025-01-15 17:59:00,Roving/CityCenter,25.280628,51.480528,motorbike,3
CR-SPREAD-560,2025-01-15 17:19:00,Roving/CityCenter,25.236162,51.567854,motorbike,3
CR-SPREAD-561,2025-01-15 17:49:00,Roving/CityCenter,25.283146,51.46736,bike,2
CR-SPREAD-562,2025-01-15 18:00:00,Roving/CityCenter,25.274048,51.525021,motorbike,2
CR-SPREAD-563,2025-01-15 17:26:00,Roving/CityCenter,25.273175,51.523411,motorbike,2
CR-SPREAD-564,2025-01-15 17:53:00,Roving/CityCenter,25.332352,51.455951,bike,2
CR-SPREAD-565,2025-01-15 17:49:00,Roving/CityCenter,25.300982,51.499672,bike,2
CR-SPREAD-566,2025-01-15 17:23:00,Roving/CityCenter,25.238354,51.499006,motorbike,3
CR-SPREAD-567,2025-01-15 17:38:00,Roving/CityCenter,25.249042,51.491343,motorbike,3
CR-SPREAD-568,2025-01-15 17:51:00,Roving/CityCenter,25.270816,51.489396,bike,2
CR-SPREAD-569,2025-01-15 17:17:00,Roving/CityCenter,25.286987,51.468804,bike,2
CR-SPREAD-570,2025-01-15 17:30:00,Roving/CityCenter,25.235098,51.472735,car,4
CR-SPREAD-571,2025-01-15 17:47:00,Roving/CityCenter,25.210681,51.49823,motorbike,2
CR-SPREAD-572,2025-01-15 17:17:00,Roving/CityCenter,25.295839,51.454609,motorbike,2
CR-SPREAD-573,2025-01-15 17:25:00,Roving/CityCenter,25.254536,51.528004,motorbike,3
CR-SPREAD-574,2025-01-15 17:50:00,Roving/CityCenter,25.265401,51.552479,car,3
CR-SPREAD-575,2025-01-15 17:21:00,Roving/CityCenter,25.243968,51.45052,motorbike,3
CR-SPREAD-576,2025-01-15 17:39:00,Roving/CityCenter,25.355604,51.519234,bike,2
CR-SPREAD-577,2025-01-15 17:52:00,Roving/CityCenter,25.232956,51.551407,bike,2
CR-SPREAD-578,2025-01-15 17:15:00,Roving/CityCenter,25.284235,51.4953,motorbike,3
CR-SPREAD-579,2025-01-15 17:20:00,Roving/CityCenter,25.348361,51.457272,car,3
CR-SPREAD-580,2025-01-15 17:58:00,Roving/CityCenter,25.325395,51.511202,motorbike,3
CR-SPREAD-581,2025-01-15 17:18:00,Roving/CityCenter,25.274979,51.501574,motorbike,3
CR-SPREAD-582,2025-01-15 17:40:00,Roving/CityCenter,25.27827,51.487805,bike,2
CR-SPREAD-583,2025-01-15 17:29:00,Roving/CityCenter,25.291653,51.485006,car,2
CR-SPREAD-584,2025-01-15 17:41:00,Roving/CityCenter,25.270293,51.529232,bike,2
CR-SPREAD-585,2025-01-15 17:32:00,Roving/CityCenter,25.289215,51.503325,bike,3
CR-SPREAD-586,2025-01-15 17:27:00,Roving/CityCenter,25.26965,51.537263,bike,2
CR-SPREAD-587,2025-01-15 17:31:00,Roving/CityCenter,25.293673,51.486619,motorbike,3
CR-SPREAD-588,2025-01-15 17:41:00,Roving/CityCenter,25.333457,51.431898,motorbike,3
CR-SPREAD-589,2025-01-15 17:53:00,Roving/CityCenter,25.220078,51.449929,motorbike,3
CR-SPREAD-590,2025-01-15 17:30:00,Roving/CityCenter,25.254615,51.517499,car,2
CR-SPREAD-591,2025-01-15 17:46:00,Roving/CityCenter,25.270975,51.502918,motorbike,2
CR-SPREAD-592,2025-01-15 17:48:00,Roving/CityCenter,25.27343,51.520849,car,4
CR-SPREAD-593,2025-01-15 17:24:00,Roving/CityCenter,25.243964,51.51601,bike,2
CR-SPREAD-594,2025-01-15 17:53:00,Roving/CityCenter,25.316985,51.511678,motorbike,4
CR-SPREAD-595,2025-01-15 17:37:00,Roving/CityCenter,25.284058,51.475188,bike,2
CR-SPREAD-596,2025-01-15 17:27:00,Roving/CityCenter,25.262487,51.415715,motorbike,2
CR-SPREAD-597,2025-01-15 17:27:00,Roving/CityCenter,25.224133,51.537946,car,4
CR-SPREAD-598,2025-01-15 17:18:00,Roving/CityCenter,25.297088,51.509392,motorbike,3
CR-SPREAD-599,2025-01-15 17:45:00,Roving/CityCenter,25.238843,51.461718,bike,2
CR-SPREAD-600,2025-01-15 17:51:00,Roving/CityCenter,25.27216,51.511917,car,2
CR-SPREAD-601,2025-01-15 17:27:00,Roving/CityCenter,25.325554,51.49634,motorbike,3
CR-SPREAD-602,2025-01-15 17:48:00,Roving/CityCenter,25.236583,51.490719,motorbike,3
CR-SPREAD-603,2025-01-15 17:21:00,Roving/CityCenter,25.307522,51.49264,motorbike,2
CR-SPREAD-604,2025-01-15 17:40:00,Roving/CityCenter,25.243985,51.494014,motorbike,2
CR-SPREAD-605,2025-01-15 17:35:00,Roving/CityCenter,25.270434,51.534693,motorbike,2
CR-SPREAD-606,2025-01-15 17:44:00,Roving/CityCenter,25.244223,51.538994,motorbike,3
CR-SPREAD-607,2025-01-15 17:28:00,Roving/CityCenter,25.258451,51.497774,motorbike,4
CR-SPREAD-608,2025-01-15 17:26:00,Roving/CityCenter,25.360801,51.51475,car,4
CR-SPREAD-609,2025-01-15 17:40:00,Roving/CityCenter,25.307811,51.472958,bike,2
CR-SPREAD-610,2025-01-15 17:40:00,Roving/CityCenter,25.25903,51.558467,car,4
CR-SPREAD-611,2025-01-15 17:26:00,Roving/CityCenter,25.289818,51.48787,motorbike,3
CR-SPREAD-612,2025-01-15 17:55:00,Roving/CityCenter,25.295762,51.47429,bike,2
CR-SPREAD-613,2025-01-15 17:43:00,Roving/CityCenter,25.276643,51.522522,motorbike,2
CR-SPREAD-614,2025-01-15 17:33:00,Roving/CityCenter,25.321523,51.43053,motorbike,3
CR-SPREAD-615,2025-01-15 17:47:00,Roving/CityCenter,25.224551,51.507394,motorbike,4
CR-SPREAD-616,2025-01-15 17:57:00,Roving/CityCenter,25.322925,51.484618,motorbike,3
CR-SPREAD-617,2025-01-15 17:53:00,Roving/CityCenter,25.297482,51.449469,motorbike,3
CR-SPREAD-618,2025-01-15 17:46:00,Roving/CityCenter,25.138413,51.500877,motorbike,3
CR-SPREAD-619,2025-01-15 17:49:00,Roving/CityCenter,25.262518,51.542278,motorbike,3
CR-SPREAD-620,2025-01-15 17:53:00,Roving/CityCenter,25.246707,51.467084,bike,2
CR-SPREAD-621,2025-01-15 17:33:00,Roving/CityCenter,25.343518,51.474947,bike,2
CR-SPREAD-622,2025-01-15 17:55:00,Roving/CityCenter,25.272713,51.553651,car,4
CR-SPREAD-623,2025-01-15 17:43:00,Roving/CityCenter,25.298171,51.498581,car,4
CR-SPREAD-624,2025-01-15 17:35:00,Roving/CityCenter,25.237812,51.482582,motorbike,4
CR-SPREAD-625,2025-01-15 17:23:00,Roving/CityCenter,25.363855,51.49357,motorbike,3
CR-SPREAD-626,2025-01-15 17:17:00,Roving/CityCenter,25.272699,51.496887,motorbike,3
CR-SPREAD-627,2025-01-15 17:34:00,Roving/CityCenter,25.17562,51.508074,car,4
CR-SPREAD-628,2025-01-15 17:44:00,Roving/CityCenter,25.355705,51.517531,motorbike,3
CR-SPREAD-629,2025-01-15 17:38:00,Roving/CityCenter,25.313586,51.465562,motorbike,3
CR-SPREAD-630,2025-01-15 17:40:00,Roving/CityCenter,25.286623,51.493314,car,4
CR-SPREAD-631,2025-01-15 17:42:00,Roving/CityCenter,25.235552,51.498416,motorbike,3
CR-SPREAD-632,2025-01-15 17:56:00,Roving/CityCenter,25.322065,51.483937,motorbike,2
CR-SPREAD-633,2025-01-15 17:25:00,Roving/CityCenter,25.332338,51.493619,motorbike,3
CR-SPREAD-634,2025-01-15 17:56:00,Roving/CityCenter,25.222568,51.482662,bike,2
CR-SPREAD-635,2025-01-15 17:36:00,Roving/CityCenter,25.325447,51.499263,bike,2
CR-SPREAD-636,2025-01-15 17:46:00,Roving/CityCenter,25.190177,51.463696,motorbike,3
CR-SPREAD-637,2025-01-15 18:00:00,Roving/CityCenter,25.254132,51.539717,motorbike,3
CR-SPREAD-638,2025-01-15 17:23:00,Roving/CityCenter,25.283743,51.510435,car,4
CR-SPREAD-639,2025-01-15 17:49:00,Roving/CityCenter,25.248462,51.469975,motorbike,2
CR-SPREAD-640,2025-01-15 17:44:00,Roving/CityCenter,25.254775,51.551144,motorbike,4
CR-SPREAD-641,2025-01-15 17:39:00,Roving/CityCenter,25.285605,51.48893,bike,2
CR-SPREAD-642,2025-01-15 17:21:00,Roving/CityCenter,25.250459,51.477732,car,3
CR-SPREAD-643,2025-01-15 17:17:00,Roving/CityCenter,25.271023,51.500314,bike,2
CR-SPREAD-644,2025-01-15 17:50:00,Roving/CityCenter,25.271963,51.541483,car,4
CR-SPREAD-645,2025-01-15 17:37:00,Roving/CityCenter,25.311219,51.407612,motorbike,3
CR-SPREAD-646,2025-01-15 17:33:00,Roving/CityCenter,25.255099,51.556835,motorbike,2
CR-SPREAD-647,2025-01-15 17:22:00,Roving/CityCenter,25.341203,51.503168,bike,2
CR-SPREAD-648,2025-01-15 17:49:00,Roving/CityCenter,25.339186,51.495013,bike,2
CR-SPREAD-649,2025-01-15 17:59:00,Roving/CityCenter,25.299484,51.498438,motorbike,3
CR-SPREAD-650,2025-01-15 17:19:00,Roving/CityCenter,25.256163,51.515446,bike,2
CR-SPREAD-651,2025-01-15 17:32:00,Roving/CityCenter,25.351356,51.517995,motorbike,3
CR-SPREAD-652,2025-01-15 17:28:00,Roving/CityCenter,25.282806,51.490495,bike,2
CR-SPREAD-653,2025-01-15 17:19:00,Roving/CityCenter,25.268058,51.530831,car,4
CR-SPREAD-654,2025-01-15 17:18:00,Roving/CityCenter,25.267657,51.555802,car,4
CR-SPREAD-655,2025-01-15 17:49:00,Roving/CityCenter,25.314586,51.487269,car,4
CR-SPREAD-656,2025-01-15 17:54:00,Roving/CityCenter,25.270506,51.533906,bike,2
CR-SPREAD-657,2025-01-15 17:47:00,Roving/CityCenter,25.288667,51.448336,bike,2
CR-SPREAD-658,2025-01-15 17:53:00,Roving/CityCenter,25.274672,51.548267,motorbike,3
CR-SPREAD-659,2025-01-15 17:17:00,Roving/CityCenter,25.244666,51.509459,bike,2
CR-SPREAD-660,2025-01-15 17:18:00,Roving/CityCenter,25.247878,51.434893,bike,2
CR-SPREAD-661,2025-01-15 17:15:00,Roving/CityCenter,25.185472,51.53432,motorbike,2
CR-SPREAD-662,2025-01-15 17:45:00,Roving/CityCenter,25.344224,51.488145,bike,3
CR-SPREAD-663,2025-01-15 17:48:00,Roving/CityCenter,25.223394,51.565343,car,4
CR-SPREAD-664,2025-01-15 17:29:00,Roving/CityCenter,25.244151,51.522839,motorbike,3
CR-SPREAD-665,2025-01-15 17:39:00,Roving/CityCenter,25.256753,51.523866,bike,2
CR-SPREAD-666,2025-01-15 17:57:00,Roving/CityCenter,25.282347,51.475279,motorbike,3
CR-SPREAD-667,2025-01-15 17:40:00,Roving/CityCenter,25.30301,51.472467,bike,2
CR-SPREAD-668,2025-01-15 17:52:00,Roving/CityCenter,25.387319,51.424935,motorbike,2
CR-SPREAD-669,2025-01-15 17:41:00,Roving/CityCenter,25.286545,51.458307,motorbike,2
CR-SPREAD-670,2025-01-15 17:42:00,Roving/CityCenter,25.256498,51.44328,motorbike,3
CR-SPREAD-671,2025-01-15 17:48:00,Roving/CityCenter,25.255394,51.488549,motorbike,2
CR-SPREAD-672,2025-01-15 17:18:00,Roving/CityCenter,25.335696,51.51079,motorbike,3
CR-SPREAD-673,2025-01-15 17:21:00,Roving/CityCenter,25.281438,51.451431,car,4
CR-SPREAD-674,2025-01-15 17:45:00,Roving/CityCenter,25.290472,51.480461,car,2
CR-SPREAD-675,2025-01-15 17:39:00,Roving/CityCenter,25.252263,51.507864,bike,2
CR-SPREAD-676,2025-01-15 17:43:00,Roving/CityCenter,25.276625,51.493176,bike,2
CR-SPREAD-677,2025-01-15 18:00:00,Roving/CityCenter,25.316896,51.448183,motorbike,3
CR-SPREAD-678,2025-01-15 17:43:00,Roving/CityCenter,25.260111,51.493604,motorbike,3
CR-SPREAD-679,2025-01-15 17:33:00,Roving/CityCenter,25.308402,51.475397,car,4
CR-SPREAD-680,2025-01-15 17:21:00,Roving/CityCenter,25.231824,51.559678,bike,2
CR-SPREAD-681,2025-01-15 17:28:00,Roving/CityCenter,25.299026,51.512781,motorbike,2
CR-SPREAD-682,2025-01-15 17:20:00,Roving/CityCenter,25.270093,51.446871,bike,2
CR-SPREAD-683,2025-01-15 17:53:00,Roving/CityCenter,25.329228,51.500052,motorbike,3
CR-SPREAD-684,2025-01-15 17:25:00,Roving/CityCenter,25.236727,51.45367,motorbike,2
CR-SPREAD-685,2025-01-15 17:23:00,Roving/CityCenter,25.20344,51.480938,motorbike,3
CR-SPREAD-686,2025-01-15 17:18:00,Roving/CityCenter,25.323849,51.477158,car,4
CR-SPREAD-687,2025-01-15 17:57:00,Roving/CityCenter,25.261296,51.457193,bike,2
CR-SPREAD-688,2025-01-15 17:47:00,Roving/CityCenter,25.306285,51.449376,car,4
CR-SPREAD-689,2025-01-15 17:36:00,Roving/CityCenter,25.351722,51.45905,bike,2
CR-SPREAD-690,2025-01-15 17:31:00,Roving/CityCenter,25.206115,51.435696,car,4
CR-SPREAD-691,2025-01-15 17:30:00,Roving/CityCenter,25.356704,51.512496,car,3
CR-SPREAD-692,2025-01-15 17:50:00,Roving/CityCenter,25.366633,51.514672,motorbike,3
CR-SPREAD-693,2025-01-15 17:29:00,Roving/CityCenter,25.297738,51.501259,bike,2
CR-SPREAD-694,2025-01-15 17:21:00,Roving/CityCenter,25.271327,51.52389,motorbike,4
CR-SPREAD-695,2025-01-15 17:47:00,Roving/CityCenter,25.263832,51.499731,motorbike,3
CR-SPREAD-696,2025-01-15 17:46:00,Roving/CityCenter,25.288724,51.515681,car,2
CR-SPREAD-697,2025-01-15 17:43:00,Roving/CityCenter,25.24777,51.540463,bike,2
CR-SPREAD-698,2025-01-15 17:56:00,Roving/CityCenter,25.214421,51.51476,motorbike,3
CR-SPREAD-699,2025-01-15 17:16:00,Roving/CityCenter,25.267416,51.442826,car,4
CR-SPREAD-700,2025-01-15 17:52:00,Roving/CityCenter,25.281021,51.463669,motorbike,3
CR-SPREAD-701,2025-01-15 17:52:00,Roving/CityCenter,25.278455,51.442345,bike,2
CR-SPREAD-702,2025-01-15 17:28:00,Roving/CityCenter,25.239881,51.456627,motorbike,3
CR-SPREAD-703,2025-01-15 17:28:00,Roving/CityCenter,25.411794,51.447081,motorbike,2
CR-SPREAD-704,2025-01-15 17:35:00,Roving/CityCenter,25.263499,51.499015,motorbike,4
CR-SPREAD-705,2025-01-15 17:21:00,Roving/CityCenter,25.251277,51.541912,bike,2
CR-SPREAD-706,2025-01-15 17:38:00,Roving/CityCenter,25.224309,51.476515,car,3
CR-SPREAD-707,2025-01-15 17:25:00,Roving/CityCenter,25.268553,51.467984,motorbike,2
CR-SPREAD-708,2025-01-15 17:40:00,Roving/CityCenter,25.246749,51.506,car,4
CR-SPREAD-709,2025-01-15 17:33:00,Roving/CityCenter,25.276324,51.508323,motorbike,2
CR-SPREAD-710,2025-01-15 17:48:00,Roving/CityCenter,25.258496,51.51889,bike,2
CR-SPREAD-711,2025-01-15 17:54:00,Roving/CityCenter,25.276505,51.468887,motorbike,3
CR-SPREAD-712,2025-01-15 17:50:00,Roving/CityCenter,25.283825,51.517491,bike,2
CR-SPREAD-713,2025-01-15 17:58:00,Roving/CityCenter,25.32218,51.430473,bike,3
CR-SPREAD-714,2025-01-15 17:17:00,Roving/CityCenter,25.320918,51.519999,motorbike,3
CR-SPREAD-715,2025-01-15 17:51:00,Roving/CityCenter,25.317857,51.497282,motorbike,3
CR-SPREAD-716,2025-01-15 17:23:00,Roving/CityCenter,25.234462,51.546728,bike,2
CR-SPREAD-717,2025-01-15 17:21:00,Roving/CityCenter,25.302193,51.480446,bike,2
CR-SPREAD-718,2025-01-15 17:16:00,Roving/CityCenter,25.254412,51.481549,car,2
CR-SPREAD-719,2025-01-15 17:50:00,Roving/CityCenter,25.334422,51.478944,bike,2
CR-SPREAD-720,2025-01-15 17:44:00,Roving/CityCenter,25.269454,51.49573,bike,2
CR-SPREAD-721,2025-01-15 17:42:00,Roving/CityCenter,25.270429,51.484637,motorbike,3
CR-SPREAD-722,2025-01-15 17:30:00,Roving/CityCenter,25.297105,51.465914,bike,2
CR-SPREAD-723,2025-01-15 17:59:00,Roving/CityCenter,25.243894,51.511746,motorbike,3
CR-SPREAD-724,2025-01-15 17:32:00,Roving/CityCenter,25.322663,51.42792,bike,2
CR-SPREAD-725,2025-01-15 17:34:00,Roving/CityCenter,25.222868,51.447517,bike,2
CR-SPREAD-726,2025-01-15 17:26:00,Roving/CityCenter,25.302704,51.509921,motorbike,4
CR-SPREAD-727,2025-01-15 17:59:00,Roving/CityCenter,25.324062,51.412081,motorbike,3
CR-SPREAD-728,2025-01-15 17:43:00,Roving/CityCenter,25.215276,51.514859,motorbike,3
CR-SPREAD-729,2025-01-15 17:20:00,Roving/CityCenter,25.266545,51.551833,motorbike,3
CR-SPREAD-730,2025-01-15 17:17:00,Roving/CityCenter,25.188711,51.492322,motorbike,3
CR-SPREAD-731,2025-01-15 17:25:00,Roving/CityCenter,25.243707,51.466259,motorbike,3
CR-SPREAD-732,2025-01-15 17:26:00,Roving/CityCenter,25.328664,51.497634,motorbike,3
CR-SPREAD-733,2025-01-15 17:48:00,Roving/CityCenter,25.268238,51.547628,motorbike,3
CR-SPREAD-734,2025-01-15 17:44:00,Roving/CityCenter,25.262567,51.477218,motorbike,3
CR-SPREAD-735,2025-01-15 17:49:00,Roving/CityCenter,25.204994,51.463576,bike,2
CR-SPREAD-736,2025-01-15 17:53:00,Roving/CityCenter,25.370027,51.500368,motorbike,3
CR-SPREAD-737,2025-01-15 17:38:00,Roving/CityCenter,25.213613,51.462767,bike,2
CR-SPREAD-738,2025-01-15 17:53:00,Roving/CityCenter,25.308642,51.448521,car,4
CR-SPREAD-739,2025-01-15 17:55:00,Roving/CityCenter,25.294036,51.50324,bike,2
CR-SPREAD-740,2025-01-15 17:25:00,Roving/CityCenter,25.284725,51.465359,motorbike,3
CR-SPREAD-741,2025-01-15 17:27:00,Roving/CityCenter,25.302964,51.41051,car,3
CR-SPREAD-742,2025-01-15 17:58:00,Roving/CityCenter,25.277478,51.549664,motorbike,3
CR-SPREAD-743,2025-01-15 17:50:00,Roving/CityCenter,25.294914,51.500626,motorbike,3
CR-SPREAD-744,2025-01-15 17:42:00,Roving/CityCenter,25.313009,51.49639,motorbike,2
CR-SPREAD-745,2025-01-15 17:18:00,Roving/CityCenter,25.247263,51.556237,bike,2
CR-SPREAD-746,2025-01-15 17:28:00,Roving/CityCenter,25.229477,51.546243,bike,2
CR-SPREAD-747,2025-01-15 17:53:00,Roving/CityCenter,25.281939,51.502763,motorbike,3
CR-SPREAD-748,2025-01-15 17:32:00,Roving/CityCenter,25.366412,51.523237,motorbike,4
CR-SPREAD-749,2025-01-15 17:50:00,Roving/CityCenter,25.283537,51.483027,bike,2
CR-SPREAD-750,2025-01-15 17:22:00,Roving/CityCenter,25.32764,51.4844,car,2
CR-SPREAD-751,2025-01-15 17:37:00,Roving/CityCenter,25.332131,51.519763,bike,2
CR-SPREAD-752,2025-01-15 17:29:00,Roving/CityCenter,25.242583,51.467034,bike,2
CR-SPREAD-753,2025-01-15 17:28:00,Roving/CityCenter,25.340929,51.489039,bike,2
CR-SPREAD-754,2025-01-15 17:48:00,Roving/CityCenter,25.288915,51.500649,bike,2
CR-SPREAD-755,2025-01-15 17:53:00,Roving/CityCenter,25.269175,51.412822,motorbike,3
CR-SPREAD-756,2025-01-15 17:32:00,Roving/CityCenter,25.2406,51.551478,car,2
CR-SPREAD-757,2025-01-15 17:39:00,Roving/CityCenter,25.271543,51.511003,bike,3
CR-SPREAD-758,2025-01-15 17:53:00,Roving/CityCenter,25.386137,51.457529,bike,2
CR-SPREAD-759,2025-01-15 17:31:00,Roving/CityCenter,25.315243,51.454292,bike,2
CR-SPREAD-760,2025-01-15 17:48:00,Roving/CityCenter,25.28544,51.506556,motorbike,3
CR-SPREAD-761,2025-01-15 17:20:00,Roving/CityCenter,25.243681,51.482837,motorbike,2
CR-SPREAD-762,2025-01-15 17:42:00,Roving/CityCenter,25.232775,51.546332,motorbike,3
CR-SPREAD-763,2025-01-15 17:19:00,Roving/CityCenter,25.319618,51.485052,bike,2
CR-SPREAD-764,2025-01-15 17:21:00,Roving/CityCenter,25.323596,51.441908,motorbike,3
CR-SPREAD-765,2025-01-15 17:47:00,Roving/CityCenter,25.296929,51.484753,motorbike,2
CR-SPREAD-766,2025-01-15 18:00:00,Roving/CityCenter,25.214169,51.528751,car,4
CR-SPREAD-767,2025-01-15 17:58:00,Roving/CityCenter,25.291193,51.45052,car,4
CR-SPREAD-768,2025-01-15 17:46:00,Roving/CityCenter,25.339838,51.47653,car,4
CR-SPREAD-769,2025-01-15 17:29:00,Roving/CityCenter,25.222888,51.540969,motorbike,3
CR-SPREAD-770,2025-01-15 17:59:00,Roving/CityCenter,25.319492,51.507793,motorbike,3
CR-SPREAD-771,2025-01-15 17:23:00,Roving/CityCenter,25.338277,51.49273,motorbike,2
CR-SPREAD-772,2025-01-15 17:21:00,Roving/CityCenter,25.212589,51.564029,motorbike,4
CR-SPREAD-773,2025-01-15 17:29:00,Roving/CityCenter,25.298213,51.48975,motorbike,3
CR-SPREAD-774,2025-01-15 17:17:00,Roving/CityCenter,25.317425,51.45982,motorbike,3
CR-SPREAD-775,2025-01-15 17:17:00,Roving/CityCenter,25.222815,51.464117,motorbike,3
CR-SPREAD-776,2025-01-15 17:43:00,Roving/CityCenter,25.266621,51.558379,bike,3
CR-SPREAD-777,2025-01-15 17:45:00,Roving/CityCenter,25.356177,51.46787,motorbike,3
CR-SPREAD-778,2025-01-15 17:40:00,Roving/CityCenter,25.209406,51.503488,car,4
