order_id,created_time,pickup_restaurant,pickup_lat,pickup_lng,dropoff_area,dropoff_lat,dropoff_lng,estimated_delivery_time_min
ORD-HYBRID-82,2025-01-15 18:12:25,West Bay Hub,25.30989,51.516765,West Bay Local,25.322295,51.507971,19
ORD-HYBRID-83,2025-01-15 18:15:56,City Spread Restaurant,25.279819,51.427876,City Spread Residence,25.210617,51.402623,35
ORD-HYBRID-84,2025-01-15 18:22:11,Al Sadd Hub,25.289959,51.48756,Al Sadd Local,25.317945,51.481509,22
ORD-HYBRID-85,2025-01-15 18:10:54,Old Airport Hub,25.229119,51.556305,Old Airport Local,25.228369,51.54872,15
ORD-HYBRID-86,2025-01-15 18:16:32,Old Airport Hub,25.232125,51.561037,Old Airport Local,25.214134,51.564289,21
ORD-HYBRID-87,2025-01-15 18:21:07,West Bay Hub,25.312698,51.509079,City Spread,25.306392,51.473062,25
ORD-HYBRID-88,2025-01-15 18:08:00,The Pearl Hub,25.371596,51.553779,The Pearl Local,25.377103,51.547681,21
ORD-HYBRID-89,2025-01-15 18:30:50,City Spread Restaurant,25.240712,51.492295,City Spread Residence,25.39908,51.456209,55
ORD-HYBRID-90,2025-01-15 18:03:05,City Spread Restaurant,25.30362,51.418163,City Spread Residence,25.261716,51.400172,28
ORD-HYBRID-91,2025-01-15 18:30:34,Old Airport Hub,25.239498,51.560458,City Spread,25.415675,51.465743,62
ORD-HYBRID-92,2025-01-15 18:37:43,Al Waab Hub,25.261934,51.463851,Al Waab Local,25.261885,51.459986,15
ORD-HYBRID-93,2025-01-15 18:34:46,Al Waab Hub,25.249856,51.442312,Al Waab Local,25.267749,51.42376,21
ORD-HYBRID-94,2025-01-15 18:25:51,Al Waab Hub,25.255345,51.474198,City Spread,25.288828,51.475825,26
ORD-HYBRID-95,2025-01-15 18:38:35,Lusail Hub,25.405038,51.485,Lusail Local,25.394944,51.511208,22
ORD-HYBRID-96,2025-01-15 18:37:06,Al Waab Hub,25.244897,51.455022,Al Waab Local,25.266197,51.460008,18
ORD-HYBRID-97,2025-01-15 18:03:02,The Pearl Hub,25.377444,51.552455,The Pearl Local,25.365209,51.551422,20
ORD-HYBRID-98,2025-01-15 18:23:03,Al Sadd Hub,25.296727,51.481425,Al Sadd Local,25.314559,51.486583,19
ORD-HYBRID-99,2025-01-15 18:46:25,Al Waab Hub,25.235183,51.474527,Al Waab Local,25.256924,51.458261,19
