order_id,created_time,pickup_restaurant,pickup_lat,pickup_lng,dropoff_area,dropoff_lat,dropoff_lng,estimated_delivery_time_min
ORD-1024,2025-01-15 18:31:55,Al Sadd Restaurant 3,25.293141,51.477563,Al Sadd Residence,25.288702,51.493613,16
ORD-1025,2025-01-15 18:37:19,The Pearl Restaurant 20,25.372754,51.550711,The Pearl Residence,25.374862,51.549744,15
ORD-1026,2025-01-15 18:58:15,Old Airport Restaurant 2,25.251913,51.553871,Old Airport Residence,25.217225,51.567852,23
ORD-1027,2025-01-15 18:15:16,West Bay Restaurant 17,25.328346,51.494778,West Bay Residence,25.316295,51.514678,17
ORD-1028,2025-01-15 18:44:27,Lusail Restaurant 19,25.39761,51.509981,Lusail Residence,25.367223,51.521795,21
ORD-1029,2025-01-15 18:42:23,Al Sadd Restaurant 15,25.282862,51.477015,Al Sadd Residence,25.287686,51.491302,19
ORD-1030,2025-01-15 18:59:43,Lusail Restaurant 6,25.404342,51.49313,Lusail Residence,25.390412,51.498051,12
ORD-1031,2025-01-15 18:37:56,Lusail Restaurant 15,25.415808,51.503669,Lusail Residence,25.409172,51.493704,15
ORD-1032,2025-01-15 18:08:29,Al Sadd Restaurant 18,25.330432,51.495433,Al Sadd Residence,25.273458,51.5262,30
ORD-1033,2025-01-15 18:45:23,Al Waab Restaurant 14,25.253714,51.459134,Al Waab Residence,25.287959,51.432061,23
ORD-1034,2025-01-15 18:53:32,West Bay Restaurant 4,25.302292,51.506348,West Bay Residence,25.334311,51.51536,23
ORD-1035,2025-01-15 18:09:34,The Pearl Restaurant 14,25.375513,51.554498,The Pearl Residence,25.374163,51.549183,10
ORD-1036,2025-01-15 18:34:06,West Bay Restaurant 11,25.342614,51.502588,West Bay Residence,25.345109,51.509243,15
ORD-1037,2025-01-15 18:30:15,Al Waab Restaurant 6,25.27019,51.449466,Al Waab Residence,25.272634,51.459414,20
ORD-1038,2025-01-15 18:34:09,Al Sadd Restaurant 18,25.285707,51.483502,Al Sadd Residence,25.278201,51.493408,16
ORD-1039,2025-01-15 18:06:36,Al Sadd Restaurant 10,25.282747,51.497437,Al Sadd Residence,25.29048,51.49386,11
ORD-1040,2025-01-15 18:40:19,Al Sadd Restaurant 3,25.297401,51.478799,Al Sadd Residence,25.267627,51.464241,17
ORD-1041,2025-01-15 18:25:27,Al Sadd Restaurant 14,25.301062,51.498837,Al Sadd Residence,25.386777,51.496065,31
ORD-1042,2025-01-15 18:20:10,The Pearl Restaurant 14,25.372649,51.54815,The Pearl Residence,25.377233,51.552102,6
ORD-1043,2025-01-15 18:44:21,West Bay Restaurant 2,25.328152,51.519179,West Bay Residence,25.22958,51.565646,39
ORD-1044,2025-01-15 18:49:45,Lusail Restaurant 15,25.390883,51.496364,Lusail Residence,25.413837,51.493711,22
ORD-1045,2025-01-15 18:38:03,West Bay Restaurant 10,25.306546,51.515945,West Bay Residence,25.330212,51.515843,22
ORD-1046,2025-01-15 18:05:15,The Pearl Restaurant 2,25.37802,51.548256,The Pearl Residence,25.335229,51.50782,25
ORD-1047,2025-01-15 18:43:02,West Bay Restaurant 18,25.310386,51.504299,West Bay Residence,25.329577,51.509591,13
ORD-1048,2025-01-15 18:37:59,The Pearl Restaurant 4,25.371957,51.554569,The Pearl Residence,25.364102,51.551029,14
ORD-1049,2025-01-15 18:34:35,Lusail Restaurant 2,25.387644,51.514376,Lusail Residence,25.414501,51.518291,22
ORD-1050,2025-01-15 18:56:37,Old Airport Restaurant 13,25.240103,51.555964,Old Airport Residence,25.253134,51.557325,14
ORD-1051,2025-01-15 18:17:35,The Pearl Restaurant 17,25.362852,51.553998,The Pearl Residence,25.372396,51.552735,15
ORD-1052,2025-01-15 18:11:56,Old Airport Restaurant 2,25.234727,51.564299,Old Airport Residence,25.268977,51.559315,20
ORD-1053,2025-01-15 18:40:26,Lusail Restaurant 20,25.402598,51.495003,Lusail Residence,25.238781,51.551188,50
ORD-1054,2025-01-15 18:52:26,Al Sadd Restaurant 10,25.283262,51.508351,Al Sadd Residence,25.327284,51.508235,21
ORD-1055,2025-01-15 18:23:00,Al Waab Restaurant 7,25.267776,51.445069,Al Waab Residence,25.252471,51.440642,17
ORD-1056,2025-01-15 18:24:47,Lusail Restaurant 12,25.423265,51.516416,Lusail Residence,25.386516,51.512207,18
ORD-1057,2025-01-15 18:01:51,The Pearl Restaurant 13,25.376898,51.54413,The Pearl Residence,25.375356,51.554562,16
ORD-1058,2025-01-15 18:02:03,Al Waab Restaurant 15,25.272164,51.466474,Al Waab Residence,25.270898,51.46219,14
ORD-1059,2025-01-15 18:32:59,West Bay Restaurant 15,25.32142,51.499979,West Bay Residence,25.329519,51.507387,18
ORD-1060,2025-01-15 18:49:06,The Pearl Restaurant 3,25.375252,51.541036,The Pearl Residence,25.343581,51.520356,22
ORD-1061,2025-01-15 18:43:48,Al Sadd Restaurant 19,25.278766,51.510136,Al Sadd Residence,25.289829,51.486448,19
ORD-1062,2025-01-15 18:08:48,Al Sadd Restaurant 20,25.277297,51.539197,Al Sadd Residence,25.336294,51.519759,31
ORD-1063,2025-01-15 18:37:41,Lusail Restaurant 11,25.423486,51.498132,Lusail Residence,25.396643,51.51493,18
ORD-1064,2025-01-15 18:20:46,Lusail Restaurant 16,25.409962,51.521368,Lusail Residence,25.404968,51.505041,13
ORD-1065,2025-01-15 18:36:26,West Bay Restaurant 4,25.32442,51.515692,West Bay Residence,25.323225,51.521463,17
ORD-1066,2025-01-15 18:25:54,Old Airport Restaurant 9,25.235017,51.562503,Old Airport Residence,25.253133,51.561357,18
ORD-1067,2025-01-15 18:06:48,Lusail Restaurant 10,25.407913,51.506169,Lusail Residence,25.421458,51.491964,17
ORD-1068,2025-01-15 18:13:20,The Pearl Restaurant 15,25.377761,51.545568,The Pearl Residence,25.375175,51.550181,19
ORD-1069,2025-01-15 18:35:44,Al Sadd Restaurant 2,25.305467,51.492945,Al Sadd Residence,25.274495,51.486562,23
ORD-1070,2025-01-15 18:41:08,Lusail Restaurant 6,25.423413,51.496478,Lusail Residence,25.420001,51.48813,11
ORD-1071,2025-01-15 18:55:44,West Bay Restaurant 2,25.314614,51.50863,West Bay Residence,25.320403,51.499547,14
ORD-1072,2025-01-15 18:28:44,Al Waab Restaurant 5,25.263299,51.450136,Al Waab Residence,25.281883,51.445443,15
ORD-1073,2025-01-15 18:42:51,Lusail Restaurant 14,25.407219,51.504103,Lusail Residence,25.373362,51.553062,26
ORD-1074,2025-01-15 18:21:37,Old Airport Restaurant 18,25.247382,51.565322,Old Airport Residence,25.221951,51.556056,18
ORD-1075,2025-01-15 18:49:23,Al Sadd Restaurant 17,25.273733,51.466159,Al Sadd Residence,25.305829,51.486548,14
ORD-1076,2025-01-15 18:03:16,Al Sadd Restaurant 4,25.315769,51.501293,Al Sadd Residence,25.373152,51.54664,31
ORD-1077,2025-01-15 18:52:49,Old Airport Restaurant 8,25.25867,51.554163,Old Airport Residence,25.243878,51.56507,13
ORD-1078,2025-01-15 18:04:12,West Bay Restaurant 7,25.313239,51.514524,West Bay Residence,25.336201,51.516975,16
ORD-1079,2025-01-15 18:40:23,Al Sadd Restaurant 16,25.266999,51.502946,Al Sadd Residence,25.308059,51.48933,19
ORD-1080,2025-01-15 18:48:49,Old Airport Restaurant 9,25.225077,51.554557,Old Airport Residence,25.241847,51.54504,20
ORD-1081,2025-01-15 18:29:38,Old Airport Restaurant 6,25.236829,51.538813,Old Airport Residence,25.23818,51.557088,17
ORD-1082,2025-01-15 18:29:33,The Pearl Restaurant 14,25.364855,51.554773,The Pearl Residence,25.367577,51.554531,17
ORD-1083,2025-01-15 18:05:52,Old Airport Restaurant 4,25.242115,51.535545,Old Airport Residence,25.250937,51.555138,13
ORD-1084,2025-01-15 18:13:24,Old Airport Restaurant 1,25.247152,51.54542,Old Airport Residence,25.242673,51.547434,19
ORD-1085,2025-01-15 18:32:09,The Pearl Restaurant 16,25.377715,51.545656,The Pearl Residence,25.374171,51.553478,15
ORD-1086,2025-01-15 18:52:12,Lusail Restaurant 16,25.384537,51.486517,Lusail Residence,25.368616,51.502184,20
ORD-1087,2025-01-15 18:21:17,The Pearl Restaurant 6,25.37386,51.55381,The Pearl Residence,25.239067,51.462143,50
ORD-1088,2025-01-15 18:14:17,The Pearl Restaurant 10,25.365982,51.551157,The Pearl Residence,25.360645,51.550561,16
ORD-1089,2025-01-15 18:24:34,The Pearl Restaurant 10,25.378279,51.547931,The Pearl Residence,25.377378,51.54254,9
ORD-1090,2025-01-15 18:35:48,Al Sadd Restaurant 7,25.282755,51.493929,Al Sadd Residence,25.271549,51.499704,14
ORD-1091,2025-01-15 18:23:28,The Pearl Restaurant 8,25.375478,51.551343,The Pearl Residence,25.375591,51.550497,9
ORD-1092,2025-01-15 18:50:16,West Bay Restaurant 18,25.320104,51.516153,West Bay Residence,25.315869,51.510085,11
ORD-1093,2025-01-15 18:56:47,West Bay Restaurant 1,25.323175,51.515477,West Bay Residence,25.32299,51.517849,14
ORD-1094,2025-01-15 18:04:23,Lusail Restaurant 14,25.384784,51.506341,Lusail Residence,25.412858,51.507758,15
ORD-1095,2025-01-15 18:44:37,Al Sadd Restaurant 20,25.27915,51.440257,Al Sadd Residence,25.246966,51.494512,30
ORD-1096,2025-01-15 18:24:09,Lusail Restaurant 11,25.412027,51.49476,Lusail Residence,25.426955,51.507899,17
ORD-1097,2025-01-15 18:01:15,West Bay Restaurant 9,25.309476,51.508264,West Bay Residence,25.311252,51.512017,9
ORD-1098,2025-01-15 18:07:16,West Bay Restaurant 7,25.32742,51.511888,West Bay Residence,25.328501,51.509519,15
ORD-1099,2025-01-15 18:47:05,The Pearl Restaurant 2,25.375568,51.551421,The Pearl Residence,25.372787,51.54376,17
