courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-HYBRID-48,2025-01-15 17:52:00,The Pearl,25.372206,51.539004,motorbike,3
CR-HYBRID-49,2025-01-15 17:22:00,Lusail,25.384022,51.506367,motorbike,2
CR-HYBRID-50,2025-01-15 17:45:00,West Bay,25.317988,51.51322,bike,2
CR-HYBRID-51,2025-01-15 17:13:00,Roaming,25.361085,51.459106,car,4
CR-HYBRID-52,2025-01-15 17:17:00,The Pearl,25.361027,51.552599,motorbike,3
CR-HYBRID-53,2025-01-15 18:00:00,Al Waab,25.264977,51.46579,motorbike,3
CR-HYBRID-54,2025-01-15 17:16:00,The Pearl,25.373632,51.542348,motorbike,4
CR-HYBRID-55,2025-01-15 17:52:00,The Pearl,25.372299,51.538948,motorbike,3
CR-HYBRID-56,2025-01-15 17:28:00,Lusail,25.415835,51.495353,car,4
CR-HYBRID-57,2025-01-15 17:30:00,The Pearl,25.374992,51.540999,bike,2
CR-HYBRID-58,2025-01-15 17:17:00,West Bay,25.32901,51.512903,car,4
CR-HYBRID-59,2025-01-15 17:51:00,Al Waab,25.229048,51.451115,motorbike,2
CR-HYBRID-60,2025-01-15 17:08:00,Old Airport,25.243301,51.567844,bike,2
CR-HYBRID-61,2025-01-15 17:16:00,Old Airport,25.230016,51.561161,bike,3
CR-HYBRID-62,2025-01-15 17:45:00,Roaming,25.316793,51.420867,car,4
CR-HYBRID-63,2025-01-15 17:47:00,The Pearl,25.368629,51.552904,car,4
CR-HYBRID-64,2025-01-15 17:07:00,Al Waab,25.279764,51.47809,motorbike,3
CR-HYBRID-65,2025-01-15 17:19:00,Al Waab,25.253459,51.462265,motorbike,2
CR-HYBRID-66,2025-01-15 17:00:00,Roaming,25.258394,51.534655,bike,2
CR-HYBRID-67,2025-01-15 17:10:00,Al Sadd,25.291911,51.495573,motorbike,3
CR-HYBRID-68,2025-01-15 17:39:00,Roaming,25.221225,51.413223,car,4
CR-HYBRID-69,2025-01-15 17:39:00,Al Sadd,25.285378,51.478889,bike,2
CR-HYBRID-70,2025-01-15 17:20:00,Al Waab,25.257397,51.485501,bike,2
CR-HYBRID-71,2025-01-15 17:11:00,Roaming,25.372298,51.458508,bike,2
CR-HYBRID-72,2025-01-15 17:43:00,Lusail,25.4186,51.505699,motorbike,4
CR-HYBRID-73,2025-01-15 17:47:00,Roaming,25.409422,51.510268,car,4
CR-HYBRID-74,2025-01-15 17:50:00,Roaming,25.250256,51.405616,motorbike,3
CR-HYBRID-75,2025-01-15 17:43:00,Al Waab,25.266958,51.453077,bike,2
CR-HYBRID-76,2025-01-15 17:00:00,Lusail,25.398787,51.503034,bike,2
CR-HYBRID-77,2025-01-15 17:36:00,Roaming,25.248965,51.420579,bike,2
CR-HYBRID-78,2025-01-15 18:00:00,Lusail,25.415818,51.516964,car,3
CR-HYBRID-79,2025-01-15 17:32:00,Roaming,25.409818,51.459326,bike,2
CR-HYBRID-80,2025-01-15 17:13:00,Roaming,25.29396,51.516929,car,2
CR-HYBRID-81,2025-01-15 17:17:00,West Bay,25.320021,51.520299,car,4
CR-HYBRID-82,2025-01-15 17:35:00,Old Airport,25.2449,51.56474,motorbike,3
CR-HYBRID-83,2025-01-15 17:18:00,Roaming,25.352138,51.444657,car,3
CR-HYBRID-84,2025-01-15 17:06:00,The Pearl,25.364449,51.550016,motorbike,2
CR-HYBRID-85,2025-01-15 17:39:00,Roaming,25.298933,51.480785,bike,3
CR-HYBRID-86,2025-01-15 17:15:00,West Bay,25.320748,51.51935,car,3
CR-HYBRID-87,2025-01-15 17:52:00,Lusail,25.39968,51.503315,bike,2
CR-HYBRID-88,2025-01-15 17:36:00,West Bay,25.324745,51.514074,bike,3
CR-HYBRID-89,2025-01-15 17:18:00,Roaming,25.232998,51.529847,motorbike,3
CR-HYBRID-90,2025-01-15 17:56:00,The Pearl,25.377158,51.554588,bike,2
CR-HYBRID-91,2025-01-15 17:29:00,Al Sadd,25.309092,51.497965,bike,2
CR-HYBRID-92,2025-01-15 17:05:00,Old Airport,25.24804,51.564872,motorbike,3
CR-HYBRID-93,2025-01-15 17:37:00,Lusail,25.402984,51.504349,car,3
CR-HYBRID-94,2025-01-15 17:49:00,Al Waab,25.269913,51.450785,bike,2
CR-HYBRID-95,2025-01-15 17:05:00,The Pearl,25.37513,51.542054,motorbike,3
CR-HYBRID-96,2025-01-15 17:42:00,Old Airport,25.250753,51.554582,car,4
CR-HYBRID-97,2025-01-15 17:07:00,Lusail,25.390318,51.501843,bike,2
CR-HYBRID-98,2025-01-15 17:41:00,Al Waab,25.278104,51.456083,car,4
CR-HYBRID-99,2025-01-15 17:20:00,Al Waab,25.268926,51.468484,car,4
CR-HYBRID-100,2025-01-15 17:55:00,Al Waab,25.294996,51.452716,motorbike,2
CR-HYBRID-101,2025-01-15 17:25:00,Old Airport,25.257126,51.564548,motorbike,3
CR-HYBRID-102,2025-01-15 17:02:00,Roaming,25.399245,51.441897,car,4
CR-HYBRID-103,2025-01-15 17:40:00,Old Airport,25.241511,51.565272,motorbike,3
CR-HYBRID-104,2025-01-15 17:50:00,The Pearl,25.379792,51.549888,car,4
CR-HYBRID-105,2025-01-15 17:58:00,West Bay,25.321687,51.51831,bike,2
CR-HYBRID-106,2025-01-15 17:18:00,Roaming,25.399064,51.460433,bike,2
CR-HYBRID-107,2025-01-15 17:27:00,Old Airport,25.232893,51.562591,bike,2
CR-HYBRID-108,2025-01-15 17:13:00,Lusail,25.402359,51.51321,car,4
CR-HYBRID-109,2025-01-15 17:49:00,Old Airport,25.259181,51.564637,motorbike,3
CR-HYBRID-110,2025-01-15 17:22:00,West Bay,25.32239,51.513959,motorbike,3
CR-HYBRID-111,2025-01-15 17:30:00,Lusail,25.410265,51.494526,motorbike,3
CR-HYBRID-112,2025-01-15 17:41:00,Roaming,25.342694,51.514922,motorbike,2
CR-HYBRID-113,2025-01-15 17:45:00,Roaming,25.401215,51.436826,bike,2
CR-HYBRID-114,2025-01-15 17:53:00,Roaming,25.276813,51.539016,bike,2
CR-HYBRID-115,2025-01-15 17:41:00,Old Airport,25.267284,51.557973,motorbike,3
CR-HYBRID-116,2025-01-15 17:01:00,Old Airport,25.251552,51.553911,car,4
CR-HYBRID-117,2025-01-15 17:42:00,Roaming,25.365852,51.476581,motorbike,3
CR-HYBRID-118,2025-01-15 17:27:00,West Bay,25.333962,51.515357,car,4
CR-HYBRID-119,2025-01-15 17:20:00,Lusail,25.407195,51.500697,motorbike,3
CR-HYBRID-120,2025-01-15 17:15:00,Old Airport,25.252444,51.559421,motorbike,2
CR-HYBRID-121,2025-01-15 17:45:00,West Bay,25.306157,51.516149,bike,2
CR-HYBRID-122,2025-01-15 17:51:00,The Pearl,25.375061,51.548505,motorbike,2
CR-HYBRID-123,2025-01-15 17:13:00,Old Airport,25.232984,51.55028,bike,2
CR-HYBRID-124,2025-01-15 17:23:00,Roaming,25.361902,51.4152,motorbike,4
CR-HYBRID-125,2025-01-15 17:23:00,The Pearl,25.362386,51.550201,car,3
CR-HYBRID-126,2025-01-15 17:58:00,Old Airport,25.227503,51.5601,motorbike,2
CR-HYBRID-127,2025-01-15 17:37:00,Roaming,25.350778,51.409566,car,2
CR-HYBRID-128,2025-01-15 17:20:00,The Pearl,25.372984,51.540507,motorbike,3
CR-HYBRID-129,2025-01-15 17:55:00,Al Waab,25.272429,51.469685,motorbike,3
CR-HYBRID-130,2025-01-15 17:40:00,Old Airport,25.230161,51.563071,motorbike,3
CR-HYBRID-131,2025-01-15 17:27:00,Al Waab,25.260847,51.473017,car,4
CR-HYBRID-132,2025-01-15 17:59:00,Old Airport,25.221921,51.569557,motorbike,4
CR-HYBRID-133,2025-01-15 17:52:00,Al Sadd,25.293891,51.503742,motorbike,4
CR-HYBRID-134,2025-01-15 17:40:00,Roaming,25.259504,51.484351,car,4
CR-HYBRID-135,2025-01-15 17:30:00,The Pearl,25.360881,51.55213,car,2
CR-HYBRID-136,2025-01-15 17:45:00,Al Waab,25.250336,51.486614,car,3
CR-HYBRID-137,2025-01-15 17:45:00,Roaming,25.419759,51.452058,motorbike,2
CR-HYBRID-138,2025-01-15 17:44:00,Al Sadd,25.286811,51.493475,bike,2
CR-HYBRID-139,2025-01-15 17:23:00,The Pearl,25.372539,51.552897,motorbike,2
CR-HYBRID-140,2025-01-15 17:03:00,Lusail,25.404118,51.52152,motorbike,2
CR-HYBRID-141,2025-01-15 17:36:00,Old Airport,25.262438,51.56245,car,4
CR-HYBRID-142,2025-01-15 17:09:00,Roaming,25.223958,51.52171,car,4
CR-HYBRID-143,2025-01-15 17:43:00,Al Waab,25.276571,51.455345,bike,2
CR-HYBRID-144,2025-01-15 17:51:00,The Pearl,25.370375,51.553139,car,2
CR-HYBRID-145,2025-01-15 17:54:00,West Bay,25.321261,51.511114,motorbike,3
CR-HYBRID-146,2025-01-15 17:19:00,West Bay,25.319705,51.514374,motorbike,3
CR-HYBRID-147,2025-01-15 17:45:00,Roaming,25.265962,51.448105,bike,2
CR-HYBRID-148,2025-01-15 17:37:00,The Pearl,25.367056,51.554579,car,3
CR-HYBRID-149,2025-01-15 17:46:00,Lusail,25.400185,51.496204,motorbike,2
CR-HYBRID-150,2025-01-15 17:41:00,West Bay,25.328846,51.509957,motorbike,3
CR-HYBRID-151,2025-01-15 17:17:00,The Pearl,25.369473,51.551007,motorbike,3
CR-HYBRID-152,2025-01-15 17:05:00,West Bay,25.312178,51.509161,motorbike,3
CR-HYBRID-153,2025-01-15 17:08:00,The Pearl,25.37214,51.549824,bike,2
CR-HYBRID-154,2025-01-15 17:30:00,Roaming,25.276336,51.497864,motorbike,2
CR-HYBRID-155,2025-01-15 17:27:00,Roaming,25.360972,51.434927,motorbike,3
CR-HYBRID-156,2025-01-15 17:21:00,West Bay,25.328633,51.512362,motorbike,2
CR-HYBRID-157,2025-01-15 17:06:00,Roaming,25.364111,51.473351,bike,2
CR-HYBRID-158,2025-01-15 17:20:00,Roaming,25.354251,51.454945,motorbike,3
CR-HYBRID-159,2025-01-15 17:50:00,West Bay,25.312063,51.516685,bike,2
CR-HYBRID-160,2025-01-15 17:50:00,Lusail,25.415998,51.521623,motorbike,3
CR-HYBRID-161,2025-01-15 17:34:00,Lusail,25.409307,51.514088,bike,2
CR-HYBRID-162,2025-01-15 17:40:00,Old Airport,25.230215,51.553839,motorbike,2
CR-HYBRID-163,2025-01-15 17:12:00,Old Airport,25.247423,51.548911,motorbike,3
CR-HYBRID-164,2025-01-15 17:21:00,Lusail,25.388187,51.493774,motorbike,2
CR-HYBRID-165,2025-01-15 17:21:00,West Bay,25.332839,51.520308,car,4
CR-HYBRID-166,2025-01-15 17:13:00,Old Airport,25.224907,51.547213,motorbike,3
CR-HYBRID-167,2025-01-15 17:20:00,Old Airport,25.240212,51.53295,bike,2
CR-HYBRID-168,2025-01-15 17:01:00,Al Sadd,25.283934,51.511733,bike,2
CR-HYBRID-169,2025-01-15 17:01:00,Roaming,25.364589,51.429168,motorbike,2
CR-HYBRID-170,2025-01-15 17:26:00,Lusail,25.394776,51.516415,bike,2
CR-HYBRID-171,2025-01-15 17:11:00,Old Airport,25.262348,51.55255,car,4
CR-HYBRID-172,2025-01-15 17:33:00,Lusail,25.411868,51.515515,bike,2
CR-HYBRID-173,2025-01-15 17:09:00,West Bay,25.325557,51.513144,motorbike,4
CR-HYBRID-174,2025-01-15 17:32:00,West Bay,25.328888,51.517563,motorbike,3
CR-HYBRID-175,2025-01-15 17:34:00,The Pearl,25.363791,51.55384,bike,2
CR-HYBRID-176,2025-01-15 17:53:00,Al Waab,25.270839,51.463736,motorbike,3
CR-HYBRID-177,2025-01-15 17:40:00,Al Sadd,25.293237,51.497795,motorbike,3
CR-HYBRID-178,2025-01-15 17:32:00,Roaming,25.214803,51.504121,car,4
CR-HYBRID-179,2025-01-15 17:33:00,Roaming,25.319166,51.455395,bike,2
CR-HYBRID-180,2025-01-15 17:21:00,Lusail,25.401185,51.512407,motorbike,3
CR-HYBRID-181,2025-01-15 17:31:00,Al Sadd,25.296747,51.488811,bike,2
CR-HYBRID-182,2025-01-15 17:42:00,Al Sadd,25.298114,51.473411,motorbike,3
CR-HYBRID-183,2025-01-15 17:03:00,West Bay,25.309861,51.515346,bike,3
CR-HYBRID-184,2025-01-15 17:46:00,West Bay,25.321444,51.517854,car,4
CR-HYBRID-185,2025-01-15 17:57:00,West Bay,25.320322,51.511048,motorbike,3
CR-HYBRID-186,2025-01-15 17:21:00,West Bay,25.321954,51.511875,car,2
CR-HYBRID-187,2025-01-15 17:42:00,Lusail,25.403732,51.488377,car,4
CR-HYBRID-188,2025-01-15 17:17:00,Old Airport,25.232064,51.568635,bike,2
CR-HYBRID-189,2025-01-15 17:08:00,Old Airport,25.227594,51.556459,motorbike,2
CR-HYBRID-190,2025-01-15 17:53:00,West Bay,25.311327,51.50974,car,4
CR-HYBRID-191,2025-01-15 17:15:00,Roaming,25.399636,51.415259,bike,2
CR-HYBRID-192,2025-01-15 17:19:00,Old Airport,25.243003,51.561635,bike,2
CR-HYBRID-193,2025-01-15 17:23:00,Lusail,25.410837,51.494033,bike,2
CR-HYBRID-194,2025-01-15 17:54:00,Roaming,25.326249,51.434619,motorbike,3
CR-HYBRID-195,2025-01-15 17:01:00,Old Airport,25.239981,51.558128,motorbike,2
CR-HYBRID-196,2025-01-15 17:21:00,Lusail,25.392507,51.495344,motorbike,3
CR-HYBRID-197,2025-01-15 17:13:00,Lusail,25.415349,51.502469,bike,2
CR-HYBRID-198,2025-01-15 17:29:00,Old Airport,25.244815,51.567402,bike,2
CR-HYBRID-199,2025-01-15 17:47:00,The Pearl,25.373395,51.547025,motorbike,4
CR-HYBRID-200,2025-01-15 17:46:00,Roaming,25.250003,51.411589,car,3
CR-HYBRID-201,2025-01-15 17:32:00,Roaming,25.364268,51.496634,bike,2
CR-HYBRID-202,2025-01-15 17:09:00,The Pearl,25.376446,51.551485,car,4
CR-HYBRID-203,2025-01-15 17:38:00,Old Airport,25.220721,51.536977,car,4
CR-HYBRID-204,2025-01-15 17:24:00,The Pearl,25.362271,51.55033,motorbike,3
CR-HYBRID-205,2025-01-15 17:24:00,Roaming,25.237168,51.545926,bike,2
CR-HYBRID-206,2025-01-15 17:22:00,Al Sadd,25.289664,51.497024,motorbike,3
CR-HYBRID-207,2025-01-15 17:48:00,Al Sadd,25.296081,51.491179,car,4
CR-HYBRID-208,2025-01-15 17:15:00,Old Airport,25.226048,51.526763,bike,2
CR-HYBRID-209,2025-01-15 17:47:00,Old Airport,25.244846,51.560761,motorbike,3
CR-HYBRID-210,2025-01-15 17:09:00,Roaming,25.271883,51.421015,car,4
CR-HYBRID-211,2025-01-15 17:53:00,Roaming,25.311869,51.434146,car,4
CR-HYBRID-212,2025-01-15 17:45:00,Roaming,25.350614,51.450572,motorbike,3
CR-HYBRID-213,2025-01-15 17:42:00,Al Waab,25.244098,51.446578,car,4
CR-HYBRID-214,2025-01-15 17:00:00,Roaming,25.433799,51.414975,bike,2
CR-HYBRID-215,2025-01-15 17:28:00,Roaming,25.244841,51.511466,motorbike,3
CR-HYBRID-216,2025-01-15 17:31:00,Al Sadd,25.278068,51.486186,motorbike,3
CR-HYBRID-217,2025-01-15 17:05:00,Al Sadd,25.297927,51.479127,motorbike,4
CR-HYBRID-218,2025-01-15 17:42:00,Roaming,25.266784,51.543177,motorbike,3
CR-HYBRID-219,2025-01-15 17:35:00,Al Sadd,25.277348,51.515415,bike,2
CR-HYBRID-220,2025-01-15 17:13:00,Al Sadd,25.292996,51.470724,motorbike,3
CR-HYBRID-221,2025-01-15 17:14:00,Al Waab,25.259685,51.463851,bike,2
CR-HYBRID-222,2025-01-15 17:11:00,The Pearl,25.369059,51.554163,bike,2
CR-HYBRID-223,2025-01-15 17:16:00,Lusail,25.393162,51.520529,bike,2
CR-HYBRID-224,2025-01-15 17:54:00,Lusail,25.365071,51.504369,motorbike,3
CR-HYBRID-225,2025-01-15 17:14:00,Al Sadd,25.297635,51.492943,car,4
CR-HYBRID-226,2025-01-15 17:52:00,Old Airport,25.238252,51.549077,car,3
CR-HYBRID-227,2025-01-15 17:48:00,Roaming,25.412791,51.447935,motorbike,3
CR-HYBRID-228,2025-01-15 17:37:00,Old Airport,25.22644,51.554524,motorbike,4
CR-HYBRID-229,2025-01-15 17:48:00,Al Sadd,25.287023,51.47659,bike,2
CR-HYBRID-230,2025-01-15 17:03:00,West Bay,25.304947,51.514273,bike,3
CR-HYBRID-231,2025-01-15 17:23:00,Old Airport,25.246643,51.556656,car,4
CR-HYBRID-232,2025-01-15 17:33:00,Roaming,25.205014,51.415312,car,2
CR-HYBRID-233,2025-01-15 17:47:00,West Bay,25.322577,51.52102,motorbike,3
CR-HYBRID-234,2025-01-15 17:06:00,Al Waab,25.263148,51.460301,motorbike,3
CR-HYBRID-235,2025-01-15 17:54:00,The Pearl,25.362123,51.552606,bike,2
CR-HYBRID-236,2025-01-15 17:26:00,Lusail,25.406183,51.52074,car,4
CR-HYBRID-237,2025-01-15 17:10:00,Al Sadd,25.308536,51.477587,motorbike,3
CR-HYBRID-238,2025-01-15 17:28:00,The Pearl,25.378715,51.546654,car,3
CR-HYBRID-239,2025-01-15 17:54:00,The Pearl,25.372386,51.550093,car,3
CR-HYBRID-240,2025-01-15 17:42:00,Roaming,25.394844,51.45589,motorbike,2
CR-HYBRID-241,2025-01-15 17:56:00,Roaming,25.24852,51.541657,car,3
CR-HYBRID-242,2025-01-15 17:37:00,The Pearl,25.372071,51.550012,motorbike,4
CR-HYBRID-243,2025-01-15 17:01:00,Al Sadd,25.299769,51.500656,motorbike,3
CR-HYBRID-244,2025-01-15 17:43:00,Lusail,25.385338,51.519504,car,4
CR-HYBRID-245,2025-01-15 17:22:00,Roaming,25.310958,51.488095,motorbike,2
CR-HYBRID-246,2025-01-15 17:05:00,Roaming,25.324933,51.419257,car,4
CR-HYBRID-247,2025-01-15 17:51:00,The Pearl,25.378272,51.538758,car,4
CR-HYBRID-248,2025-01-15 17:33:00,Al Waab,25.259815,51.462106,motorbike,3
CR-HYBRID-249,2025-01-15 17:14:00,Al Waab,25.263158,51.473469,motorbike,3
CR-HYBRID-250,2025-01-15 17:24:00,Roaming,25.331433,51.459366,motorbike,4
CR-HYBRID-251,2025-01-15 17:03:00,The Pearl,25.373622,51.549965,motorbike,3
CR-HYBRID-252,2025-01-15 17:12:00,Lusail,25.376344,51.504535,car,2
CR-HYBRID-253,2025-01-15 17:21:00,Lusail,25.413404,51.513612,car,4
CR-HYBRID-254,2025-01-15 17:42:00,Al Sadd,25.288635,51.483301,car,3
CR-HYBRID-255,2025-01-15 17:04:00,Roaming,25.241853,51.527742,car,4
CR-HYBRID-256,2025-01-15 17:47:00,West Bay,25.314927,51.514962,motorbike,3
CR-HYBRID-257,2025-01-15 17:59:00,Al Sadd,25.295264,51.49673,motorbike,3
CR-HYBRID-258,2025-01-15 17:53:00,Roaming,25.237632,51.453986,car,2
CR-HYBRID-259,2025-01-15 17:31:00,West Bay,25.323042,51.514245,bike,2
CR-HYBRID-260,2025-01-15 17:00:00,Roaming,25.355577,51.450723,bike,2
CR-HYBRID-261,2025-01-15 17:13:00,Roaming,25.29671,51.48067,car,4
CR-HYBRID-262,2025-01-15 17:34:00,Al Waab,25.272584,51.462953,motorbike,3
CR-HYBRID-263,2025-01-15 17:02:00,Roaming,25.414221,51.509488,motorbike,3
CR-HYBRID-264,2025-01-15 17:33:00,Old Airport,25.246234,51.543976,bike,2
CR-HYBRID-265,2025-01-15 17:33:00,Roaming,25.335475,51.439554,car,4
CR-HYBRID-266,2025-01-15 18:00:00,Al Waab,25.259303,51.476681,bike,2
CR-HYBRID-267,2025-01-15 17:49:00,The Pearl,25.376294,51.54851,motorbike,3
CR-HYBRID-268,2025-01-15 17:35:00,Old Airport,25.246729,51.544402,motorbike,3
CR-HYBRID-269,2025-01-15 17:02:00,Roaming,25.258627,51.428511,car,4
CR-HYBRID-270,2025-01-15 17:24:00,Roaming,25.282965,51.426338,bike,3
CR-HYBRID-271,2025-01-15 17:31:00,Roaming,25.34891,51.463546,motorbike,2
CR-HYBRID-272,2025-01-15 17:09:00,Al Sadd,25.26877,51.482073,motorbike,3
CR-HYBRID-273,2025-01-15 17:59:00,Roaming,25.386687,51.44483,motorbike,3
CR-HYBRID-274,2025-01-15 17:41:00,West Bay,25.319307,51.509627,car,4
CR-HYBRID-275,2025-01-15 17:51:00,Roaming,25.326799,51.485468,car,3
CR-HYBRID-276,2025-01-15 17:42:00,Lusail,25.399788,51.518324,motorbike,3
CR-HYBRID-277,2025-01-15 17:57:00,Roaming,25.232073,51.514611,car,4
CR-HYBRID-278,2025-01-15 17:33:00,Roaming,25.317634,51.436958,motorbike,3
CR-HYBRID-279,2025-01-15 17:25:00,Al Waab,25.269716,51.474443,bike,2
CR-HYBRID-280,2025-01-15 17:41:00,Old Airport,25.251199,51.567517,car,3
CR-HYBRID-281,2025-01-15 17:13:00,The Pearl,25.379566,51.54342,bike,3
CR-HYBRID-282,2025-01-15 17:23:00,Roaming,25.29347,51.486012,bike,2
CR-HYBRID-283,2025-01-15 17:30:00,Al Sadd,25.286671,51.478561,car,4
CR-HYBRID-284,2025-01-15 17:16:00,Old Airport,25.247888,51.564228,car,2
CR-HYBRID-285,2025-01-15 17:37:00,Al Sadd,25.300885,51.500109,bike,2
CR-HYBRID-286,2025-01-15 17:44:00,West Bay,25.338075,51.511648,bike,2
CR-HYBRID-287,2025-01-15 17:28:00,Roaming,25.278827,51.557523,motorbike,3
CR-HYBRID-288,2025-01-15 17:48:00,Lusail,25.399081,51.50745,car,4
CR-HYBRID-289,2025-01-15 17:44:00,Roaming,25.254372,51.451862,motorbike,3
CR-HYBRID-290,2025-01-15 17:25:00,Lusail,25.424373,51.499654,car,4
CR-HYBRID-291,2025-01-15 17:39:00,Al Waab,25.252448,51.447098,bike,2
CR-HYBRID-292,2025-01-15 17:43:00,Roaming,25.318266,51.505062,bike,2
CR-HYBRID-293,2025-01-15 17:24:00,West Bay,25.323455,51.515844,bike,3
CR-HYBRID-294,2025-01-15 17:02:00,Lusail,25.39693,51.495535,car,3
CR-HYBRID-295,2025-01-15 17:07:00,The Pearl,25.378042,51.547367,motorbike,3
CR-HYBRID-296,2025-01-15 17:41:00,The Pearl,25.375922,51.545807,bike,2
CR-HYBRID-297,2025-01-15 17:30:00,Old Airport,25.257658,51.545612,car,4
CR-HYBRID-298,2025-01-15 17:45:00,Roaming,25.28769,51.444057,motorbike,4
CR-HYBRID-299,2025-01-15 17:34:00,Roaming,25.267261,51.417806,motorbike,4
