courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-SPREAD-523,2025-01-15 17:58:00,Roving/CityCenter,25.314393,51.497737,motorbike,3
CR-SPREAD-524,2025-01-15 17:57:00,Roving/CityCenter,25.306187,51.481356,motorbike,2
CR-SPREAD-525,2025-01-15 17:28:00,Roving/CityCenter,25.273156,51.46472,motorbike,4
CR-SPREAD-526,2025-01-15 17:33:00,Roving/CityCenter,25.232263,51.547086,car,2
CR-SPREAD-527,2025-01-15 17:45:00,Roving/CityCenter,25.279885,51.489444,motorbike,2
CR-SPREAD-528,2025-01-15 17:55:00,Roving/CityCenter,25.330531,51.481671,car,3
CR-SPREAD-529,2025-01-15 17:41:00,Roving/CityCenter,25.325734,51.459561,bike,2
CR-SPREAD-530,2025-01-15 17:59:00,Roving/CityCenter,25.20916,51.506393,car,4
CR-SPREAD-531,2025-01-15 17:23:00,Roving/CityCenter,25.326643,51.472316,motorbike,3
CR-SPREAD-532,2025-01-15 17:28:00,Roving/CityCenter,25.273145,51.525084,bike,2
CR-SPREAD-533,2025-01-15 17:16:00,Roving/CityCenter,25.280889,51.5075,motorbike,4
CR-SPREAD-534,2025-01-15 17:48:00,Roving/CityCenter,25.234673,51.534712,car,4
CR-SPREAD-535,2025-01-15 17:34:00,Roving/CityCenter,25.300614,51.495573,car,3
CR-SPREAD-536,2025-01-15 17:24:00,Roving/CityCenter,25.379716,51.477202,motorbike,3
CR-SPREAD-537,2025-01-15 17:49:00,Roving/CityCenter,25.373147,51.49238,bike,2
CR-SPREAD-538,2025-01-15 17:55:00,Roving/CityCenter,25.262348,51.51187,motorbike,4
CR-SPREAD-539,2025-01-15 17:46:00,Roving/CityCenter,25.381381,51.463423,motorbike,3
CR-SPREAD-540,2025-01-15 17:27:00,Roving/CityCenter,25.367606,51.504167,car,3
CR-SPREAD-541,2025-01-15 17:34:00,Roving/CityCenter,25.297395,51.460146,motorbike,2
CR-SPREAD-542,2025-01-15 17:35:00,Roving/CityCenter,25.262911,51.503237,bike,2
CR-SPREAD-543,2025-01-15 17:54:00,Roving/CityCenter,25.204197,51.538333,bike,2
CR-SPREAD-544,2025-01-15 17:59:00,Roving/CityCenter,25.218808,51.490993,bike,2
CR-SPREAD-545,2025-01-15 17:53:00,Roving/CityCenter,25.359738,51.487228,motorbike,3
CR-SPREAD-546,2025-01-15 17:59:00,Roving/CityCenter,25.268097,51.502866,bike,2
CR-SPREAD-547,2025-01-15 17:53:00,Roving/CityCenter,25.353276,51.46767,motorbike,3
CR-SPREAD-548,2025-01-15 17:59:00,Roving/CityCenter,25.336661,51.472436,motorbike,2
CR-SPREAD-549,2025-01-15 17:33:00,Roving/CityCenter,25.240253,51.462729,car,4
CR-SPREAD-550,2025-01-15 17:36:00,Roving/CityCenter,25.274531,51.503663,motorbike,3
CR-SPREAD-551,2025-01-15 17:50:00,Roving/CityCenter,25.287716,51.475946,car,4
CR-SPREAD-552,2025-01-15 17:26:00,Roving/CityCenter,25.301285,51.461897,motorbike,3
CR-SPREAD-553,2025-01-15 17:54:00,Roving/CityCenter,25.261234,51.467392,bike,2
CR-SPREAD-554,2025-01-15 17:19:00,Roving/CityCenter,25.291841,51.501566,car,4
CR-SPREAD-555,2025-01-15 17:58:00,Roving/CityCenter,25.277167,51.476759,car,3
CR-SPREAD-556,2025-01-15 17:30:00,Roving/CityCenter,25.270121,51.516002,motorbike,3
CR-SPREAD-557,2025-01-15 17:19:00,Roving/CityCenter,25.355224,51.460262,motorbike,2
CR-SPREAD-558,2025-01-15 17:57:00,Roving/CityCenter,25.297486,51.473471,motorbike,3
CR-SPREAD-559,2025-01-15 17:22:00,Roving/CityCenter,25.302067,51.453082,motorbike,3
CR-SPREAD-560,2025-01-15 17:25:00,Roving/CityCenter,25.254917,51.491268,motorbike,3
CR-SPREAD-561,2025-01-15 17:30:00,Roving/CityCenter,25.16844,51.498709,bike,2
CR-SPREAD-562,2025-01-15 17:48:00,Roving/CityCenter,25.183978,51.495976,bike,2
CR-SPREAD-563,2025-01-15 17:32:00,Roving/CityCenter,25.204966,51.431171,bike,3
CR-SPREAD-564,2025-01-15 17:48:00,Roving/CityCenter,25.291036,51.488923,motorbike,3
CR-SPREAD-565,2025-01-15 17:27:00,Roving/CityCenter,25.278129,51.53514,motorbike,3
CR-SPREAD-566,2025-01-15 17:46:00,Roving/CityCenter,25.184298,51.474903,motorbike,3
CR-SPREAD-567,2025-01-15 17:42:00,Roving/CityCenter,25.368658,51.512758,motorbike,2
CR-SPREAD-568,2025-01-15 17:30:00,Roving/CityCenter,25.27931,51.496931,motorbike,3
CR-SPREAD-569,2025-01-15 17:48:00,Roving/CityCenter,25.27222,51.469585,motorbike,3
CR-SPREAD-570,2025-01-15 17:26:00,Roving/CityCenter,25.32101,51.477186,bike,2
CR-SPREAD-571,2025-01-15 17:55:00,Roving/CityCenter,25.264567,51.492038,motorbike,3
CR-SPREAD-572,2025-01-15 17:43:00,Roving/CityCenter,25.299387,51.479864,motorbike,3
CR-SPREAD-573,2025-01-15 17:57:00,Roving/CityCenter,25.334589,51.416378,bike,2
CR-SPREAD-574,2025-01-15 17:26:00,Roving/CityCenter,25.303962,51.501201,bike,2
CR-SPREAD-575,2025-01-15 17:36:00,Roving/CityCenter,25.358329,51.51319,bike,2
CR-SPREAD-576,2025-01-15 17:17:00,Roving/CityCenter,25.258544,51.510277,bike,2
CR-SPREAD-577,2025-01-15 17:49:00,Roving/CityCenter,25.202189,51.418785,bike,2
CR-SPREAD-578,2025-01-15 17:47:00,Roving/CityCenter,25.246239,51.525772,bike,2
CR-SPREAD-579,2025-01-15 17:49:00,Roving/CityCenter,25.226435,51.532754,motorbike,3
CR-SPREAD-580,2025-01-15 17:59:00,Roving/CityCenter,25.274545,51.563837,bike,2
CR-SPREAD-581,2025-01-15 17:16:00,Roving/CityCenter,25.315802,51.466343,motorbike,3
CR-SPREAD-582,2025-01-15 17:28:00,Roving/CityCenter,25.332521,51.50256,bike,3
CR-SPREAD-583,2025-01-15 17:37:00,Roving/CityCenter,25.367736,51.4319,car,4
CR-SPREAD-584,2025-01-15 17:57:00,Roving/CityCenter,25.260233,51.435275,car,3
CR-SPREAD-585,2025-01-15 17:32:00,Roving/CityCenter,25.269529,51.383557,motorbike,3
CR-SPREAD-586,2025-01-15 17:41:00,Roving/CityCenter,25.311637,51.480134,motorbike,2
CR-SPREAD-587,2025-01-15 17:15:00,Roving/CityCenter,25.340097,51.506713,motorbike,2
CR-SPREAD-588,2025-01-15 17:52:00,Roving/CityCenter,25.258173,51.4404,car,4
CR-SPREAD-589,2025-01-15 17:17:00,Roving/CityCenter,25.20841,51.479902,motorbike,3
CR-SPREAD-590,2025-01-15 17:53:00,Roving/CityCenter,25.308734,51.471629,motorbike,3
CR-SPREAD-591,2025-01-15 17:47:00,Roving/CityCenter,25.262057,51.490602,bike,2
CR-SPREAD-592,2025-01-15 17:57:00,Roving/CityCenter,25.281186,51.476494,motorbike,3
CR-SPREAD-593,2025-01-15 17:19:00,Roving/CityCenter,25.252065,51.543716,bike,2
CR-SPREAD-594,2025-01-15 17:53:00,Roving/CityCenter,25.263427,51.46951,bike,2
CR-SPREAD-595,2025-01-15 17:42:00,Roving/CityCenter,25.233868,51.516129,car,4
CR-SPREAD-596,2025-01-15 17:34:00,Roving/CityCenter,25.210706,51.523269,bike,2
CR-SPREAD-597,2025-01-15 17:37:00,Roving/CityCenter,25.299324,51.422016,bike,2
CR-SPREAD-598,2025-01-15 17:40:00,Roving/CityCenter,25.302974,51.480304,bike,2
CR-SPREAD-599,2025-01-15 17:32:00,Roving/CityCenter,25.285078,51.507501,motorbike,3
