courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-742,2025-01-15 17:37:00,West Bay,25.317943,51.515506,bike,2
CR-743,2025-01-15 17:27:00,The Pearl,25.369404,51.554076,bike,2
CR-744,2025-01-15 17:41:00,Al Waab,25.257794,51.483106,car,4
CR-745,2025-01-15 17:34:00,The Pearl,25.372141,51.542866,motorbike,2
CR-746,2025-01-15 17:13:00,Al Waab,25.235897,51.481292,car,4
CR-747,2025-01-15 17:13:00,Lusail,25.395617,51.513903,car,4
CR-748,2025-01-15 17:59:00,Lusail,25.407176,51.512,bike,3
CR-749,2025-01-15 17:46:00,Al Waab,25.28652,51.434996,car,4
CR-750,2025-01-15 18:00:00,West Bay,25.321169,51.515677,bike,2
CR-751,2025-01-15 17:04:00,Al Sadd,25.292828,51.492675,motorbike,3
CR-752,2025-01-15 17:07:00,West Bay,25.31132,51.498794,car,4
CR-753,2025-01-15 17:32:00,Al Sadd,25.289051,51.467713,bike,3
CR-754,2025-01-15 17:49:00,Al Waab,25.267537,51.463361,motorbike,3
CR-755,2025-01-15 17:27:00,The Pearl,25.360439,51.551474,car,3
CR-756,2025-01-15 17:08:00,Al Waab,25.252542,51.454206,motorbike,3
CR-757,2025-01-15 17:07:00,Al Sadd,25.298674,51.511007,car,3
CR-758,2025-01-15 17:49:00,The Pearl,25.375887,51.553884,motorbike,3
CR-759,2025-01-15 17:59:00,Al Waab,25.273362,51.482899,motorbike,3
CR-760,2025-01-15 17:16:00,West Bay,25.334053,51.509959,bike,2
CR-761,2025-01-15 17:33:00,West Bay,25.304511,51.511809,bike,2
CR-762,2025-01-15 17:04:00,Al Waab,25.255613,51.45864,motorbike,2
CR-763,2025-01-15 17:37:00,Old Airport,25.238927,51.543785,car,4
CR-764,2025-01-15 17:10:00,The Pearl,25.37459,51.542586,motorbike,3
CR-765,2025-01-15 17:58:00,Al Sadd,25.310648,51.485565,car,4
CR-766,2025-01-15 17:25:00,Al Waab,25.217722,51.492433,bike,2
CR-767,2025-01-15 17:53:00,The Pearl,25.368008,51.551541,bike,2
CR-768,2025-01-15 17:24:00,Lusail,25.389359,51.518415,motorbike,3
CR-769,2025-01-15 17:33:00,Al Sadd,25.298324,51.455641,motorbike,3
CR-770,2025-01-15 17:14:00,Al Waab,25.273414,51.452309,motorbike,2
CR-771,2025-01-15 17:32:00,Al Waab,25.230565,51.468969,bike,2
CR-772,2025-01-15 17:51:00,Al Sadd,25.302498,51.492613,bike,2
CR-773,2025-01-15 17:13:00,Lusail,25.397732,51.509572,car,4
CR-774,2025-01-15 17:43:00,West Bay,25.3053,51.512664,motorbike,3
CR-775,2025-01-15 17:22:00,Al Sadd,25.284416,51.461551,bike,2
CR-776,2025-01-15 17:54:00,Al Sadd,25.283332,51.486805,motorbike,3
CR-777,2025-01-15 17:35:00,West Bay,25.32943,51.521061,motorbike,3
CR-778,2025-01-15 17:17:00,Al Waab,25.265224,51.484164,car,2
CR-779,2025-01-15 17:06:00,Old Airport,25.240575,51.558774,motorbike,4
CR-780,2025-01-15 17:30:00,Lusail,25.37589,51.510579,car,4
CR-781,2025-01-15 17:57:00,Al Sadd,25.296324,51.487047,motorbike,3
CR-782,2025-01-15 17:35:00,West Bay,25.329296,51.517282,car,3
CR-783,2025-01-15 17:36:00,Al Sadd,25.264167,51.477796,bike,2
CR-784,2025-01-15 17:27:00,Old Airport,25.225583,51.568522,car,4
CR-785,2025-01-15 18:00:00,Lusail,25.385221,51.506758,car,4
CR-786,2025-01-15 17:15:00,Al Sadd,25.261624,51.471206,bike,2
CR-787,2025-01-15 17:23:00,Lusail,25.387317,51.500046,motorbike,3
CR-788,2025-01-15 17:43:00,Al Waab,25.258652,51.483764,motorbike,3
CR-789,2025-01-15 17:58:00,Lusail,25.389457,51.497813,bike,2
CR-790,2025-01-15 17:48:00,The Pearl,25.373255,51.55259,motorbike,2
CR-791,2025-01-15 17:23:00,Old Airport,25.253881,51.554873,car,3
CR-792,2025-01-15 17:48:00,Old Airport,25.260398,51.549358,bike,2
CR-793,2025-01-15 17:49:00,Old Airport,25.224008,51.558301,car,2
CR-794,2025-01-15 17:59:00,Al Sadd,25.270557,51.494597,motorbike,3
CR-795,2025-01-15 17:02:00,Al Waab,25.258441,51.472181,motorbike,3
CR-796,2025-01-15 17:38:00,Al Waab,25.250224,51.440653,bike,2
CR-797,2025-01-15 17:39:00,Al Sadd,25.294695,51.495503,bike,2
CR-798,2025-01-15 17:21:00,Al Sadd,25.268857,51.482329,motorbike,3
CR-799,2025-01-15 17:04:00,Al Sadd,25.266523,51.4712,motorbike,2
CR-800,2025-01-15 17:11:00,West Bay,25.331399,51.516651,bike,2
CR-801,2025-01-15 17:37:00,The Pearl,25.368082,51.551211,car,4
CR-802,2025-01-15 17:38:00,The Pearl,25.373039,51.545189,bike,3
CR-803,2025-01-15 17:10:00,Al Sadd,25.289902,51.507295,motorbike,3
CR-804,2025-01-15 17:26:00,Al Sadd,25.264033,51.505628,bike,2
CR-805,2025-01-15 17:17:00,Old Airport,25.261212,51.556883,car,2
CR-806,2025-01-15 17:09:00,Old Airport,25.236075,51.553859,car,4
CR-807,2025-01-15 17:53:00,Lusail,25.388428,51.522628,bike,2
CR-808,2025-01-15 17:50:00,Old Airport,25.222495,51.5425,car,4
CR-809,2025-01-15 17:55:00,Lusail,25.434549,51.507949,motorbike,3
CR-810,2025-01-15 17:54:00,Old Airport,25.256607,51.554579,car,3
CR-811,2025-01-15 17:10:00,West Bay,25.316677,51.514128,bike,2
CR-812,2025-01-15 17:08:00,Old Airport,25.246019,51.563308,motorbike,4
CR-813,2025-01-15 17:34:00,West Bay,25.333161,51.508027,motorbike,3
CR-814,2025-01-15 17:00:00,Al Waab,25.282076,51.463791,motorbike,3
CR-815,2025-01-15 17:02:00,Lusail,25.383858,51.50073,car,4
CR-816,2025-01-15 18:00:00,West Bay,25.332246,51.50333,car,2
CR-817,2025-01-15 17:26:00,The Pearl,25.375926,51.54705,bike,2
CR-818,2025-01-15 17:37:00,West Bay,25.324437,51.508832,bike,2
CR-819,2025-01-15 17:57:00,Al Sadd,25.315694,51.476735,bike,2
CR-820,2025-01-15 17:13:00,Al Sadd,25.294497,51.496001,bike,2
CR-821,2025-01-15 17:08:00,West Bay,25.310141,51.49878,car,4
CR-822,2025-01-15 17:31:00,The Pearl,25.376595,51.544504,bike,2
CR-823,2025-01-15 17:21:00,Al Waab,25.230034,51.467374,bike,3
CR-824,2025-01-15 17:05:00,The Pearl,25.378178,51.54507,bike,2
CR-825,2025-01-15 17:42:00,Al Waab,25.27493,51.474145,motorbike,3
CR-826,2025-01-15 17:41:00,Al Sadd,25.303771,51.505116,motorbike,4
CR-827,2025-01-15 17:04:00,Lusail,25.392773,51.516269,motorbike,2
CR-828,2025-01-15 17:51:00,Lusail,25.386482,51.510201,car,4
CR-829,2025-01-15 17:18:00,Al Waab,25.282029,51.464746,car,2
CR-830,2025-01-15 17:05:00,Al Sadd,25.301137,51.497863,motorbike,2
CR-831,2025-01-15 17:46:00,Al Waab,25.255624,51.449781,car,4
CR-832,2025-01-15 17:17:00,Lusail,25.40204,51.516174,car,3
CR-833,2025-01-15 17:24:00,Al Waab,25.269755,51.45475,car,4
CR-834,2025-01-15 17:39:00,The Pearl,25.372542,51.547193,car,2
CR-835,2025-01-15 17:35:00,The Pearl,25.374697,51.554028,motorbike,3
CR-836,2025-01-15 17:09:00,Al Sadd,25.287496,51.491311,motorbike,4
CR-837,2025-01-15 17:30:00,Old Airport,25.235465,51.551213,car,4
CR-838,2025-01-15 17:36:00,Old Airport,25.254122,51.565971,car,4
CR-839,2025-01-15 17:49:00,West Bay,25.315758,51.508762,motorbike,4
CR-840,2025-01-15 17:04:00,West Bay,25.325992,51.493218,car,3
CR-841,2025-01-15 17:06:00,West Bay,25.308968,51.509214,bike,2
CR-842,2025-01-15 17:01:00,Al Waab,25.262217,51.467969,bike,2
CR-843,2025-01-15 17:51:00,Al Sadd,25.318359,51.473872,car,2
CR-844,2025-01-15 17:05:00,Al Sadd,25.274123,51.492471,motorbike,2
CR-845,2025-01-15 17:10:00,Lusail,25.384045,51.496948,motorbike,4
CR-846,2025-01-15 17:02:00,The Pearl,25.372165,51.548523,car,4
CR-847,2025-01-15 17:38:00,West Bay,25.322105,51.517802,car,4
CR-848,2025-01-15 17:03:00,The Pearl,25.368952,51.550988,car,4
CR-849,2025-01-15 17:13:00,Lusail,25.409279,51.487843,bike,2
CR-850,2025-01-15 17:12:00,West Bay,25.32366,51.519185,bike,2
CR-851,2025-01-15 17:18:00,The Pearl,25.3798,51.550412,bike,3
CR-852,2025-01-15 17:55:00,Old Airport,25.222736,51.549748,bike,2
CR-853,2025-01-15 17:57:00,West Bay,25.323846,51.514061,motorbike,3
CR-854,2025-01-15 17:24:00,Old Airport,25.22896,51.541095,car,4
