courier_id,available_from,starting_area_hint,courier_lat,courier_lng,vehicle_type,bundle_capacity
CR-STRESS-35,2025-01-15 16:10:00,Lusail (Far North),25.416585,51.518391,bike,2
CR-STRESS-36,2025-01-15 16:07:00,Lusail (Far North),25.400535,51.510864,car,4
CR-STRESS-37,2025-01-15 17:31:00,Lusail (Far North),25.406631,51.511672,motorbike,3
CR-STRESS-38,2025-01-15 17:52:00,Lusail (Far North),25.408003,51.515905,motorbike,3
CR-STRESS-39,2025-01-15 17:20:00,Industrial Area,25.208277,51.395477,bike,2
CR-STRESS-40,2025-01-15 17:34:00,Lusail (Far North),25.405338,51.513774,bike,2
CR-STRESS-41,2025-01-15 17:12:00,Lusail (Far North),25.415988,51.510241,bike,2
CR-STRESS-42,2025-01-15 16:59:00,Lusail (Far North),25.419882,51.501565,bike,2
CR-STRESS-43,2025-01-15 16:47:00,Lusail (Far North),25.404515,51.500598,bike,2
CR-STRESS-44,2025-01-15 17:56:00,Lusail (Far North),25.418094,51.514496,bike,2
CR-STRESS-45,2025-01-15 16:40:00,Lusail (Far North),25.41572,51.504558,bike,2
CR-STRESS-46,2025-01-15 16:13:00,Lusail (Far North),25.408676,51.518785,bike,2
CR-STRESS-47,2025-01-15 18:00:00,Lusail (Far North),25.412056,51.502441,bike,2
CR-STRESS-48,2025-01-15 16:24:00,Lusail (Far North),25.41494,51.517722,bike,2
CR-STRESS-49,2025-01-15 17:30:00,Lusail (Far North),25.417343,51.504021,bike,2
CR-STRESS-50,2025-01-15 17:55:00,Industrial Area,25.19269,51.384119,bike,2
CR-STRESS-51,2025-01-15 16:52:00,Lusail (Far North),25.416662,51.501925,bike,3
CR-STRESS-52,2025-01-15 16:08:00,Industrial Area,25.184428,51.417562,bike,2
CR-STRESS-53,2025-01-15 17:46:00,Lusail (Far North),25.406902,51.51135,bike,2
CR-STRESS-54,2025-01-15 17:05:00,Industrial Area,25.208722,51.381166,bike,2
CR-STRESS-55,2025-01-15 17:55:00,Industrial Area,25.202826,51.415704,bike,2
CR-STRESS-56,2025-01-15 17:42:00,Lusail (Far North),25.405053,51.504106,motorbike,4
CR-STRESS-57,2025-01-15 17:34:00,Industrial Area,25.205751,51.3956,bike,2
CR-STRESS-58,2025-01-15 16:43:00,Industrial Area,25.196644,51.393857,motorbike,2
CR-STRESS-59,2025-01-15 16:59:00,Lusail (Far North),25.405029,51.519661,bike,3
CR-STRESS-60,2025-01-15 17:37:00,Lusail (Far North),25.410607,51.519796,bike,2
CR-STRESS-61,2025-01-15 17:55:00,Industrial Area,25.209788,51.40774,bike,2
CR-STRESS-62,2025-01-15 16:50:00,Lusail (Far North),25.400684,51.514267,motorbike,2
CR-STRESS-63,2025-01-15 16:51:00,Lusail (Far North),25.40752,51.517492,bike,2
CR-STRESS-64,2025-01-15 17:37:00,Lusail (Far North),25.418854,51.515389,bike,2
CR-STRESS-65,2025-01-15 17:20:00,Industrial Area,25.182,51.396318,bike,2
CR-STRESS-66,2025-01-15 16:57:00,Lusail (Far North),25.406888,51.517877,bike,2
CR-STRESS-67,2025-01-15 17:03:00,Lusail (Far North),25.401466,51.512106,bike,2
CR-STRESS-68,2025-01-15 17:11:00,Industrial Area,25.211092,51.418444,bike,3
CR-STRESS-69,2025-01-15 16:08:00,Lusail (Far North),25.409718,51.515319,motorbike,2
CR-STRESS-70,2025-01-15 17:12:00,Lusail (Far North),25.407704,51.501741,bike,2
CR-STRESS-71,2025-01-15 16:48:00,Lusail (Far North),25.41335,51.507948,car,3
CR-STRESS-72,2025-01-15 17:25:00,Lusail (Far North),25.409246,51.511071,bike,2
CR-STRESS-73,2025-01-15 17:01:00,Lusail (Far North),25.409368,51.500243,bike,2
CR-STRESS-74,2025-01-15 16:22:00,Lusail (Far North),25.415548,51.502968,bike,2
CR-STRESS-75,2025-01-15 16:55:00,Lusail (Far North),25.406714,51.50575,bike,2
CR-STRESS-76,2025-01-15 17:59:00,Lusail (Far North),25.407677,51.502479,motorbike,2
CR-STRESS-77,2025-01-15 17:18:00,Lusail (Far North),25.415667,51.513342,bike,3
CR-STRESS-78,2025-01-15 16:38:00,Lusail (Far North),25.419829,51.506079,bike,2
CR-STRESS-79,2025-01-15 16:21:00,Lusail (Far North),25.40688,51.50019,bike,2
CR-STRESS-80,2025-01-15 16:16:00,Lusail (Far North),25.410753,51.500103,motorbike,3
CR-STRESS-81,2025-01-15 17:26:00,Lusail (Far North),25.419051,51.501048,bike,2
CR-STRESS-82,2025-01-15 16:53:00,Industrial Area,25.200535,51.394907,bike,2
CR-STRESS-83,2025-01-15 16:11:00,Lusail (Far North),25.410514,51.50557,bike,2
CR-STRESS-84,2025-01-15 16:28:00,Industrial Area,25.212907,51.387358,bike,2
CR-STRESS-85,2025-01-15 17:23:00,Lusail (Far North),25.400928,51.513716,bike,2
CR-STRESS-86,2025-01-15 17:49:00,Lusail (Far North),25.407065,51.515928,bike,2
CR-STRESS-87,2025-01-15 16:04:00,Lusail (Far North),25.404738,51.517423,bike,2
CR-STRESS-88,2025-01-15 17:26:00,Lusail (Far North),25.410654,51.51147,motorbike,2
CR-STRESS-89,2025-01-15 17:34:00,Lusail (Far North),25.405484,51.51072,motorbike,2
CR-STRESS-90,2025-01-15 17:03:00,Industrial Area,25.19168,51.392715,bike,2
CR-STRESS-91,2025-01-15 17:24:00,Industrial Area,25.193151,51.40709,motorbike,2
CR-STRESS-92,2025-01-15 16:55:00,Industrial Area,25.200676,51.402586,motorbike,3
CR-STRESS-93,2025-01-15 17:55:00,Industrial Area,25.215635,51.383129,bike,2
CR-STRESS-94,2025-01-15 17:42:00,Lusail (Far North),25.415824,51.506133,bike,2
CR-STRESS-95,2025-01-15 17:14:00,Lusail (Far North),25.408497,51.502924,bike,2
CR-STRESS-96,2025-01-15 17:38:00,Lusail (Far North),25.412754,51.507133,car,4
CR-STRESS-97,2025-01-15 16:51:00,Industrial Area,25.191557,51.388822,car,4
CR-STRESS-98,2025-01-15 16:50:00,Lusail (Far North),25.41783,51.508302,bike,2
CR-STRESS-99,2025-01-15 17:09:00,Industrial Area,25.18434,51.406602,motorbike,3
CR-STRESS-100,2025-01-15 17:32:00,Industrial Area,25.184334,51.416175,bike,2
CR-STRESS-101,2025-01-15 17:08:00,Lusail (Far North),25.411836,51.510586,bike,2
CR-STRESS-102,2025-01-15 16:08:00,Lusail (Far North),25.416554,51.507775,motorbike,3
CR-STRESS-103,2025-01-15 17:53:00,Lusail (Far North),25.412107,51.503244,car,4
CR-STRESS-104,2025-01-15 16:42:00,Lusail (Far North),25.405712,51.509334,bike,2
CR-STRESS-105,2025-01-15 16:47:00,Industrial Area,25.207235,51.395101,motorbike,2
CR-STRESS-106,2025-01-15 17:07:00,Lusail (Far North),25.417841,51.51734,bike,2
CR-STRESS-107,2025-01-15 16:30:00,Lusail (Far North),25.411269,51.501924,bike,2
CR-STRESS-108,2025-01-15 16:22:00,Industrial Area,25.214974,51.385541,motorbike,3
CR-STRESS-109,2025-01-15 17:45:00,Lusail (Far North),25.418681,51.506292,bike,2
CR-STRESS-110,2025-01-15 16:28:00,Lusail (Far North),25.410969,51.511953,motorbike,2
CR-STRESS-111,2025-01-15 17:36:00,Lusail (Far North),25.413953,51.514641,bike,2
CR-STRESS-112,2025-01-15 17:01:00,Lusail (Far North),25.417614,51.516352,bike,3
CR-STRESS-113,2025-01-15 17:29:00,Lusail (Far North),25.41356,51.50389,motorbike,3
CR-STRESS-114,2025-01-15 17:59:00,Industrial Area,25.190209,51.382079,motorbike,3
CR-STRESS-115,2025-01-15 17:59:00,Lusail (Far North),25.40752,51.510015,bike,3
CR-STRESS-116,2025-01-15 17:56:00,Lusail (Far North),25.412564,51.504582,motorbike,3
CR-STRESS-117,2025-01-15 17:40:00,Industrial Area,25.18945,51.408711,bike,2
CR-STRESS-118,2025-01-15 17:11:00,Lusail (Far North),25.410552,51.502357,motorbike,3
CR-STRESS-119,2025-01-15 17:38:00,Lusail (Far North),25.402489,51.505326,motorbike,2
CR-STRESS-120,2025-01-15 16:33:00,Industrial Area,25.199095,51.416005,motorbike,3
CR-STRESS-121,2025-01-15 17:42:00,Lusail (Far North),25.411189,51.508732,bike,2
CR-STRESS-122,2025-01-15 17:31:00,Lusail (Far North),25.419423,51.503712,motorbike,3
CR-STRESS-123,2025-01-15 17:53:00,Lusail (Far North),25.417125,51.508328,motorbike,2
CR-STRESS-124,2025-01-15 17:50:00,Lusail (Far North),25.408255,51.500772,car,4
CR-STRESS-125,2025-01-15 17:56:00,Lusail (Far North),25.415679,51.508426,bike,2
CR-STRESS-126,2025-01-15 17:29:00,Lusail (Far North),25.408837,51.509941,bike,2
CR-STRESS-127,2025-01-15 17:43:00,Lusail (Far North),25.40311,51.501679,bike,2
CR-STRESS-128,2025-01-15 17:31:00,Industrial Area,25.188556,51.409894,bike,2
CR-STRESS-129,2025-01-15 17:57:00,Lusail (Far North),25.404119,51.519274,motorbike,3
CR-STRESS-130,2025-01-15 17:49:00,Lusail (Far North),25.411044,51.502978,motorbike,3
CR-STRESS-131,2025-01-15 17:00:00,Lusail (Far North),25.408561,51.517121,bike,2
CR-STRESS-132,2025-01-15 16:46:00,Industrial Area,25.206748,51.384041,bike,2
CR-STRESS-133,2025-01-15 17:16:00,Industrial Area,25.208651,51.402495,bike,2
CR-STRESS-134,2025-01-15 16:29:00,Lusail (Far North),25.402855,51.515603,bike,3
CR-STRESS-135,2025-01-15 17:19:00,Lusail (Far North),25.400347,51.500485,car,2
CR-STRESS-136,2025-01-15 17:56:00,Industrial Area,25.197426,51.38963,motorbike,3
CR-STRESS-137,2025-01-15 16:43:00,Lusail (Far North),25.402364,51.513949,bike,3
CR-STRESS-138,2025-01-15 17:06:00,Industrial Area,25.182541,51.391819,bike,2
CR-STRESS-139,2025-01-15 17:17:00,Lusail (Far North),25.405191,51.507077,bike,2
CR-STRESS-140,2025-01-15 17:26:00,Lusail (Far North),25.404042,51.511832,bike,2
CR-STRESS-141,2025-01-15 17:45:00,Lusail (Far North),25.418954,51.50215,motorbike,3
CR-STRESS-142,2025-01-15 16:16:00,Lusail (Far North),25.419537,51.507177,motorbike,3
CR-STRESS-143,2025-01-15 17:47:00,Lusail (Far North),25.411591,51.511918,bike,2
CR-STRESS-144,2025-01-15 16:42:00,Lusail (Far North),25.401848,51.515545,bike,2
CR-STRESS-145,2025-01-15 17:45:00,Lusail (Far North),25.412173,51.517869,bike,2
CR-STRESS-146,2025-01-15 16:05:00,Lusail (Far North),25.412097,51.502168,motorbike,3
CR-STRESS-147,2025-01-15 17:49:00,Lusail (Far North),25.415864,51.516161,bike,2
CR-STRESS-148,2025-01-15 17:36:00,Lusail (Far North),25.417481,51.51198,motorbike,3
CR-STRESS-149,2025-01-15 17:22:00,Lusail (Far North),25.416439,51.517063,bike,2
CR-STRESS-150,2025-01-15 17:22:00,Industrial Area,25.217222,51.394331,bike,2
CR-STRESS-151,2025-01-15 16:41:00,Lusail (Far North),25.419617,51.51238,bike,2
CR-STRESS-152,2025-01-15 16:35:00,Industrial Area,25.205961,51.382556,bike,2
CR-STRESS-153,2025-01-15 17:21:00,Industrial Area,25.207458,51.386378,bike,2
CR-STRESS-154,2025-01-15 16:02:00,Lusail (Far North),25.414529,51.500238,bike,3
CR-STRESS-155,2025-01-15 16:46:00,Lusail (Far North),25.415532,51.504169,motorbike,2
CR-STRESS-156,2025-01-15 17:22:00,Lusail (Far North),25.40336,51.509841,bike,2
CR-STRESS-157,2025-01-15 16:05:00,Industrial Area,25.214131,51.393741,bike,2
CR-STRESS-158,2025-01-15 16:33:00,Lusail (Far North),25.406414,51.505946,bike,2
CR-STRESS-159,2025-01-15 17:09:00,Lusail (Far North),25.40209,51.519267,motorbike,3
CR-STRESS-160,2025-01-15 16:07:00,Lusail (Far North),25.412544,51.51311,bike,2
CR-STRESS-161,2025-01-15 16:26:00,Industrial Area,25.199346,51.411075,bike,2
CR-STRESS-162,2025-01-15 17:11:00,Lusail (Far North),25.414133,51.508947,bike,2
CR-STRESS-163,2025-01-15 17:02:00,Lusail (Far North),25.413329,51.507833,motorbike,3
CR-STRESS-164,2025-01-15 17:45:00,Lusail (Far North),25.415862,51.512113,bike,2
CR-STRESS-165,2025-01-15 16:32:00,Lusail (Far North),25.416594,51.51865,bike,2
CR-STRESS-166,2025-01-15 16:36:00,Lusail (Far North),25.418432,51.505937,motorbike,3
CR-STRESS-167,2025-01-15 17:33:00,Lusail (Far North),25.400731,51.518093,motorbike,3
CR-STRESS-168,2025-01-15 17:43:00,Lusail (Far North),25.414129,51.50784,motorbike,3
CR-STRESS-169,2025-01-15 17:24:00,Lusail (Far North),25.410799,51.511758,motorbike,3
CR-STRESS-170,2025-01-15 16:03:00,Industrial Area,25.180863,51.388598,bike,2
CR-STRESS-171,2025-01-15 17:38:00,Lusail (Far North),25.408899,51.519754,bike,2
CR-STRESS-172,2025-01-15 17:16:00,Lusail (Far North),25.407728,51.514697,motorbike,3
CR-STRESS-173,2025-01-15 17:52:00,Lusail (Far North),25.418687,51.513346,car,4
CR-STRESS-174,2025-01-15 17:06:00,Lusail (Far North),25.412427,51.503438,bike,2
CR-STRESS-175,2025-01-15 17:21:00,Lusail (Far North),25.41224,51.512646,bike,2
CR-STRESS-176,2025-01-15 16:56:00,Lusail (Far North),25.409246,51.510313,motorbike,3
CR-STRESS-177,2025-01-15 17:41:00,Lusail (Far North),25.406913,51.506693,car,3
CR-STRESS-178,2025-01-15 17:48:00,Lusail (Far North),25.4155,51.502938,bike,2
CR-STRESS-179,2025-01-15 17:07:00,Lusail (Far North),25.408958,51.513407,motorbike,3
CR-STRESS-180,2025-01-15 16:37:00,Industrial Area,25.194177,51.398254,bike,2
CR-STRESS-181,2025-01-15 16:29:00,Lusail (Far North),25.405576,51.512691,bike,3
CR-STRESS-182,2025-01-15 17:59:00,Industrial Area,25.193615,51.385735,bike,2
CR-STRESS-183,2025-01-15 17:42:00,Lusail (Far North),25.401586,51.502949,bike,2
CR-STRESS-184,2025-01-15 16:57:00,Lusail (Far North),25.414345,51.518948,bike,2
CR-STRESS-185,2025-01-15 17:16:00,Lusail (Far North),25.414016,51.508886,motorbike,2
CR-STRESS-186,2025-01-15 17:06:00,Lusail (Far North),25.415864,51.517352,bike,2
CR-STRESS-187,2025-01-15 17:29:00,Industrial Area,25.213859,51.382394,bike,2
CR-STRESS-188,2025-01-15 17:00:00,Industrial Area,25.182821,51.385216,bike,2
CR-STRESS-189,2025-01-15 17:50:00,Industrial Area,25.182934,51.411513,bike,2
CR-STRESS-190,2025-01-15 16:20:00,Industrial Area,25.209228,51.386257,motorbike,3
CR-STRESS-191,2025-01-15 17:35:00,Lusail (Far North),25.407681,51.5043,bike,2
CR-STRESS-192,2025-01-15 17:31:00,Lusail (Far North),25.412469,51.513764,bike,2
CR-STRESS-193,2025-01-15 16:12:00,Lusail (Far North),25.410182,51.510634,motorbike,3
CR-STRESS-194,2025-01-15 16:12:00,Lusail (Far North),25.41355,51.506004,bike,2
CR-STRESS-195,2025-01-15 17:00:00,Industrial Area,25.208793,51.383598,bike,2
CR-STRESS-196,2025-01-15 16:03:00,Lusail (Far North),25.401626,51.512117,bike,2
CR-STRESS-197,2025-01-15 17:11:00,Industrial Area,25.203404,51.387997,bike,2
CR-STRESS-198,2025-01-15 16:02:00,Lusail (Far North),25.410704,51.506533,bike,2
CR-STRESS-199,2025-01-15 16:08:00,Industrial Area,25.199404,51.400782,bike,2
CR-STRESS-200,2025-01-15 17:44:00,Lusail (Far North),25.409583,51.50708,bike,2
CR-STRESS-201,2025-01-15 17:44:00,Lusail (Far North),25.401648,51.500557,bike,2
CR-STRESS-202,2025-01-15 16:15:00,Industrial Area,25.210224,51.383285,bike,2
CR-STRESS-203,2025-01-15 16:31:00,Lusail (Far North),25.405742,51.512911,motorbike,3
CR-STRESS-204,2025-01-15 17:21:00,Lusail (Far North),25.404096,51.512723,bike,2
CR-STRESS-205,2025-01-15 16:35:00,Lusail (Far North),25.407643,51.510072,car,4
CR-STRESS-206,2025-01-15 17:21:00,Industrial Area,25.216532,51.401778,motorbike,3
CR-STRESS-207,2025-01-15 16:48:00,Lusail (Far North),25.403449,51.514128,bike,2
CR-STRESS-208,2025-01-15 17:11:00,Lusail (Far North),25.418295,51.503371,bike,2
CR-STRESS-209,2025-01-15 17:45:00,Lusail (Far North),25.413595,51.507181,bike,2
CR-STRESS-210,2025-01-15 16:06:00,Lusail (Far North),25.409745,51.504767,bike,2
CR-STRESS-211,2025-01-15 17:08:00,Lusail (Far North),25.409058,51.518666,motorbike,3
CR-STRESS-212,2025-01-15 16:16:00,Lusail (Far North),25.415517,51.509609,bike,2
CR-STRESS-213,2025-01-15 17:17:00,Lusail (Far North),25.416315,51.50193,bike,2
CR-STRESS-214,2025-01-15 16:54:00,Lusail (Far North),25.409903,51.509902,motorbike,2
CR-STRESS-215,2025-01-15 17:09:00,Lusail (Far North),25.400186,51.512673,bike,2
CR-STRESS-216,2025-01-15 16:09:00,Lusail (Far North),25.402884,51.516887,bike,2
CR-STRESS-217,2025-01-15 16:19:00,Industrial Area,25.18023,51.404162,bike,2
CR-STRESS-218,2025-01-15 16:36:00,Lusail (Far North),25.413735,51.508001,motorbike,3
CR-STRESS-219,2025-01-15 16:29:00,Industrial Area,25.184908,51.413049,motorbike,4
CR-STRESS-220,2025-01-15 17:57:00,Lusail (Far North),25.408932,51.514744,bike,3
CR-STRESS-221,2025-01-15 16:45:00,Lusail (Far North),25.408159,51.517833,bike,2
CR-STRESS-222,2025-01-15 16:48:00,Lusail (Far North),25.402101,51.504026,bike,2
CR-STRESS-223,2025-01-15 16:18:00,Industrial Area,25.217033,51.412691,bike,2
CR-STRESS-224,2025-01-15 17:49:00,Lusail (Far North),25.412645,51.507106,bike,3
CR-STRESS-225,2025-01-15 17:34:00,Lusail (Far North),25.406037,51.508674,motorbike,3
CR-STRESS-226,2025-01-15 17:22:00,Lusail (Far North),25.401125,51.506552,bike,2
CR-STRESS-227,2025-01-15 16:13:00,Industrial Area,25.188654,51.39092,motorbike,3
CR-STRESS-228,2025-01-15 17:57:00,Lusail (Far North),25.404805,51.511496,motorbike,3
CR-STRESS-229,2025-01-15 16:10:00,Lusail (Far North),25.412999,51.517748,motorbike,3
CR-STRESS-230,2025-01-15 16:13:00,Lusail (Far North),25.403901,51.517336,bike,2
CR-STRESS-231,2025-01-15 17:50:00,Industrial Area,25.192161,51.404162,motorbike,3
CR-STRESS-232,2025-01-15 17:58:00,Lusail (Far North),25.401895,51.513194,car,4
CR-STRESS-233,2025-01-15 17:22:00,Lusail (Far North),25.400659,51.514456,bike,2
CR-STRESS-234,2025-01-15 16:06:00,Industrial Area,25.203955,51.410221,bike,2
CR-STRESS-235,2025-01-15 16:06:00,Lusail (Far North),25.412246,51.500657,bike,2
CR-STRESS-236,2025-01-15 17:03:00,Lusail (Far North),25.404362,51.504641,bike,3
CR-STRESS-237,2025-01-15 17:16:00,Lusail (Far North),25.400244,51.501698,motorbike,3
CR-STRESS-238,2025-01-15 16:37:00,Lusail (Far North),25.414262,51.512048,bike,2
CR-STRESS-239,2025-01-15 16:01:00,Lusail (Far North),25.417474,51.516288,car,3
CR-STRESS-240,2025-01-15 17:09:00,Industrial Area,25.188702,51.408942,car,4
CR-STRESS-241,2025-01-15 17:16:00,Industrial Area,25.193532,51.400685,car,4
CR-STRESS-242,2025-01-15 16:02:00,Industrial Area,25.183753,51.38294,motorbike,2
CR-STRESS-243,2025-01-15 16:40:00,Industrial Area,25.217494,51.402266,motorbike,3
CR-STRESS-244,2025-01-15 16:39:00,Industrial Area,25.208142,51.387,bike,2
CR-STRESS-245,2025-01-15 17:01:00,Lusail (Far North),25.410539,51.501094,bike,2
CR-STRESS-246,2025-01-15 17:59:00,Industrial Area,25.198742,51.40529,motorbike,3
CR-STRESS-247,2025-01-15 17:43:00,Lusail (Far North),25.401607,51.508077,car,4
CR-STRESS-248,2025-01-15 16:30:00,Lusail (Far North),25.409613,51.506797,bike,3
CR-STRESS-249,2025-01-15 17:27:00,Industrial Area,25.195182,51.385131,bike,2
